,/lpc/nct6687dr/0/control/0,/lpc/nct6687dr/0/control/1,/lpc/nct6687dr/0/control/2,/lpc/nct6687dr/0/control/10,/lpc/nct6687dr/0/control/11,/lpc/nct6687dr/0/control/12,/lpc/nct6687dr/0/control/13,/lpc/nct6687dr/0/control/14,/lpc/nct6687dr/0/control/15,/lpc/nct6687dr/0/control/3,/lpc/nct6687dr/0/voltage/0,/lpc/nct6687dr/0/voltage/1,/lpc/nct6687dr/0/voltage/2,/lpc/nct6687dr/0/voltage/3,/lpc/nct6687dr/0/voltage/4,/lpc/nct6687dr/0/voltage/5,/lpc/nct6687dr/0/voltage/6,/lpc/nct6687dr/0/voltage/8,/lpc/nct6687dr/0/voltage/9,/lpc/nct6687dr/0/voltage/10,/lpc/nct6687dr/0/voltage/11,/lpc/nct6687dr/0/voltage/12,/lpc/nct6687dr/0/voltage/13,/lpc/nct6687dr/0/temperature/0,/lpc/nct6687dr/0/temperature/1,/lpc/nct6687dr/0/temperature/2,/lpc/nct6687dr/0/temperature/3,/lpc/nct6687dr/0/fan/0,/lpc/nct6687dr/0/fan/1,/lpc/nct6687dr/0/fan/2,/lpc/nct6687dr/0/fan/10,/lpc/nct6687dr/0/fan/11,/lpc/nct6687dr/0/fan/12,/lpc/nct6687dr/0/fan/13,/lpc/nct6687dr/0/fan/14,/lpc/nct6687dr/0/fan/15,/lpc/nct6687dr/0/fan/3,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/clock/15,/amdcpu/0/clock/16,/amdcpu/0/factor/6,/amdcpu/0/power/7,/amdcpu/0/voltage/8,/amdcpu/0/clock/17,/amdcpu/0/clock/18,/amdcpu/0/factor/7,/amdcpu/0/power/8,/amdcpu/0/voltage/9,/amdcpu/0/temperature/2,/amdcpu/0/temperature/3,/amdcpu/0/clock/0,/vram/data/2,/vram/data/3,/vram/load/1,/ram/data/0,/ram/data/1,/ram/load/0,/memory/dimm/1/temperature/0,/memory/dimm/1/temperature/1,/memory/dimm/1/temperature/2,/memory/dimm/1/temperature/3,/memory/dimm/1/temperature/4,/memory/dimm/1/temperature/5,/memory/dimm/1/timing/20,/memory/dimm/1/timing/21,/memory/dimm/1/timing/22,/memory/dimm/1/timing/23,/memory/dimm/1/timing/24,/memory/dimm/1/timing/25,/memory/dimm/1/timing/26,/memory/dimm/1/timing/27,/memory/dimm/1/timing/28,/memory/dimm/1/timing/29,/memory/dimm/1/timing/30,/memory/dimm/1/timing/31,/memory/dimm/1/timing/32,/memory/dimm/1/timing/33,/memory/dimm/1/data/50,/memory/dimm/3/temperature/0,/memory/dimm/3/temperature/1,/memory/dimm/3/temperature/2,/memory/dimm/3/temperature/3,/memory/dimm/3/temperature/4,/memory/dimm/3/temperature/5,/memory/dimm/3/timing/20,/memory/dimm/3/timing/21,/memory/dimm/3/timing/22,/memory/dimm/3/timing/23,/memory/dimm/3/timing/24,/memory/dimm/3/timing/25,/memory/dimm/3/timing/26,/memory/dimm/3/timing/27,/memory/dimm/3/timing/28,/memory/dimm/3/timing/29,/memory/dimm/3/timing/30,/memory/dimm/3/timing/31,/memory/dimm/3/timing/32,/memory/dimm/3/timing/33,/memory/dimm/3/data/50,/gpu-amd/0/smalldata/2,/gpu-amd/0/factor/0,/gpu-amd/0/smalldata/5,/gpu-amd/0/smalldata/4,/gpu-amd/0/smalldata/3,/gpu-amd/0/smalldata/6,/gpu-amd/0/smalldata/7,/gpu-amd/0/smalldata/8,/gpu-amd/0/load/2,/gpu-amd/0/load/5,/gpu-amd/0/load/3,/gpu-amd/0/load/4,/gpu-amd/0/load/9,/gpu-amd/0/load/8,/gpu-amd/0/load/7,/gpu-amd/0/load/6,/gpu-amd/0/load/12,/gpu-amd/0/load/11,/gpu-amd/0/load/10,/gpu-amd/0/smalldata/0,/gpu-amd/0/smalldata/1,/gpu-amd/0/clock/0,/gpu-amd/0/clock/1,/gpu-amd/0/clock/2,/gpu-amd/0/temperature/4,/gpu-amd/0/voltage/0,/gpu-amd/0/voltage/2,/gpu-amd/0/load/0,/gpu-amd/0/power/0,/gpu-amd/0/power/2,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/fan/1,/gpu-nvidia/0/fan/2,/gpu-nvidia/0/control/1,/gpu-nvidia/0/control/2,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/5,/gpu-nvidia/0/voltage/0,/gpu-nvidia/0/smalldata/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/15,/gpu-nvidia/0/load/17,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/16,/gpu-nvidia/0/load/18,/gpu-nvidia/0/load/19,/gpu-nvidia/0/load/14,/gpu-nvidia/0/load/20,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/load/13,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/temperature/3,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1
Time,"CPU Fan","Pump Fan","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","+12V","+5V","CPU Northbridge/SoC","DIMM","Vcore","Chipset","CPU System Agent","+3.3V","VREF","+1.8V","+3V Standby","AVSB","CMOS Battery","CPU Core","System","VRM MOS","Chipset","CPU Fan","Pump Fan #1","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core #7","Core #7 (Effective)","Core #7","Core #7 (SMU)","Core #7 VID","Core #8","Core #8 (Effective)","Core #8","Core #8 (SMU)","Core #8 VID","Core (Tctl/Tdie)","CCD1 (Tdie)","Bus Speed","Memory Used","Memory Available","Memory","Memory Used","Memory Available","Memory","DIMM #1","Temperature Sensor Resolution","Thermal Sensor Low Limit","Thermal Sensor High Limit","Thermal Sensor Critical Low Limit","Thermal Sensor Critical High Limit","tCKAVGmin (Minimum Cycle Time)","tCKAVGmax (Maximum Cycle Time)","tAA (CAS Latency Time)","tRCD (RAS to CAS Delay Time)","tRP (Row Precharge Delay Time)","tRAS (Active to Precharge Delay Time)","tRC (Active to Active/Refresh Delay Time)","tWR (Write Recovery Time)","tRFC1 (Normal Refresh Recovery Time)","tRFC2 (Fine Granularity Refresh Recovery Time)","tRFCsb (Same Bank Refresh Recovery Time)","tRFC1_dlr (Normal Refresh Recovery Time 3DS)","tRFC2_dlr (Fine Granularity Refresh Recovery Time 3DS)","tRFCsb_dlr (Same Bank Refresh Recovery Time 3DS)","Capacity","DIMM #3","Temperature Sensor Resolution","Thermal Sensor Low Limit","Thermal Sensor High Limit","Thermal Sensor Critical Low Limit","Thermal Sensor Critical High Limit","tCKAVGmin (Minimum Cycle Time)","tCKAVGmax (Maximum Cycle Time)","tAA (CAS Latency Time)","tRCD (RAS to CAS Delay Time)","tRP (Row Precharge Delay Time)","tRAS (Active to Precharge Delay Time)","tRC (Active to Active/Refresh Delay Time)","tWR (Write Recovery Time)","tRFC1 (Normal Refresh Recovery Time)","tRFC2 (Fine Granularity Refresh Recovery Time)","tRFCsb (Same Bank Refresh Recovery Time)","tRFC1_dlr (Normal Refresh Recovery Time 3DS)","tRFC2_dlr (Fine Granularity Refresh Recovery Time 3DS)","tRFCsb_dlr (Same Bank Refresh Recovery Time 3DS)","Capacity","GPU Memory Total","Fullscreen FPS","D3D Dedicated Memory Total","D3D Dedicated Memory Free","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D Shared Memory Free","D3D Shared Memory Total","D3D 3D","D3D Copy","D3D Compute 0","D3D Compute 1","D3D Timer 0","D3D Security 1","D3D High Priority Compute","D3D High Priority 3D","D3D Video JPEG 0","D3D Video Decode 1","D3D Video Codec 0","GPU Memory Used","GPU Memory Free","GPU Core","GPU SoC","GPU Memory","GPU VR SoC","GPU Core","GPU SoC","GPU Core","GPU Core","GPU SoC","GPU Core","GPU Core","GPU Memory","GPU Fan 1","GPU Fan 2","GPU Fan 1","GPU Fan 2","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Bus","GPU Power","GPU Board Power","GPU Core Voltage","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D 3D","D3D Overlay","D3D Video Decode","D3D Copy","D3D Copy","D3D Security","D3D Video Encode","D3D Video Encode","D3D Optical Flow Accelerator 0","D3D VR","D3D Copy","D3D Copy","D3D Copy","D3D Copy","GPU Hot Spot","GPU Memory Junction","GPU Memory Total","GPU Memory Free","GPU Memory Used","GPU Memory","GPU Package","GPU PCIe Rx","GPU PCIe Tx"
05/29/2026 12:42:12,44,54,0,54,59,51,51,51,51,69,12.12,5.04,1.31000006,1.396,0.992000043,0.328,0.664000034,3.288,2.046,0,3.37200022,3.37200022,3.12000012,53,45.5,45,45.5,973,673,0,839,742,0,0,0,0,0,50,3.03,3.03,1.54,1.52,15.15,0,0,9.28,50,36.6726074,3883,552,5050,2216,50.5,2.10963273,0.5625,3345,434,33.6666679,0.802142143,0.5625,3736,183,40.4,0.349553674,0.5625,3706,164,40.4,0.294542074,0.5625,3777,245,40.4,0.500683248,0.56875,4040,969,40.4,1.3091296,0.56875,3754,112,40.4,0.256942421,0.56875,3659,89,40.4,0.257361978,0.56875,54.1250076,46.3750038,99.99816,26.49228,11.388485,69.93597,11.42057,3.46019363,76.74721,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,477.9375,7.84765625,7.6015625,7611.34961,7618.951,0,0,0,0,0,0,0,0,0,0,4.184345,7,505,600,1200,3000,50,1.0200001,1.30500007,0,12,17,42,2670,10451.9824,0,0,0,0,2,1,0,0,17.218,16.591,0.975,11415.4531,420.8789,3.194171,0,0,0,0.007357093,0,0,0,0,0,0.412061423,0,0,0,52.84375,50,16376,4659,11716,71.54408,50.869,449536,0
05/29/2026 12:42:13,44,54,0,54,59,53,53,53,53,71,12.12,5.04,1.31000006,1.39200008,1.044,0.326,0.664000034,3.28400016,2.046,0,3.36800027,3.36800027,3.12000012,59,45.5,45,45.5,972,698,0,858,769,0,0,0,0,0,82.26,22.58,4.84,1.61,8.06,35.48,3.23,1.61,19.96,82.26,39.30983,4162,1140,5050,3549,50.5,3.46955943,0.5375,5050,1274,50.5,1.66304886,0.5375,3983,499,40.4,0.9132881,0.51875,4031,378,40.4,0.7145117,0.55,4016,726,40.4,1.1607275,0.55,4040,2230,40.4,2.22884822,0.55,3910,278,40.4,0.5229504,0.55,3219,187,33.6666679,0.405197352,0.55,56.7500076,47.8750038,99.99815,26.4451523,11.4356117,69.81156,11.69722,3.18354416,78.60631,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,477.9375,7.84765625,7.6015625,7611.34961,7618.951,0,0,0,0,0,0,0,0,0,0,1.48447227,7,505,600,1200,3000,50,1.03500009,1.30500007,0,8,18,42,2670,10451.9824,0,0,0,0,14,2,0,6,18.225,19.194,0.975,11414.59,484.175781,2.52467346,0,0,0,2.02751279,0,0,0,0,0,5.443652,0,0,0,52.84375,52,16376,4660,11715,71.5382843,45.433,4.0020992E+09,2499584
05/29/2026 12:42:15,45,54,0,55,60,56,56,57,57,74,12.12,5.04,1.312,1.396,1.00200009,0.33,0.664000034,3.288,2.046,0,3.37200022,3.37200022,3.12000012,58,45.5,45,45.5,1010,698,0,847,756,0,0,0,0,0,18.75,3.12,1.56,0,0,15.62,0,0,4.88,18.75,35.76681,3708,402,4850,1325,48.5,1.35133648,0.6375,4843,410,48.5,0.7446399,0.6375,3061,173,32.3333321,0.3071754,0.6375,3055,130,32.3333321,0.2590382,0.6375,3082,220,32.3333321,0.4275889,0.6375,4850,801,48.5,1.12249148,0.6375,2968,82,32.3333321,0.2141,0.6375,2959,77,32.3333321,0.206824914,0.64375,57.5000076,46.8750038,99.99815,26.9151154,10.9656487,71.0522,11.6738434,3.20692062,78.44922,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,477.9375,7.84765625,7.6015625,7611.34961,7618.951,0,0,0,0,0,0,0,0,0,0,4.25313139,7,505,600,1200,3000,50,0.979000032,1.30500007,0,2,16,42,2670,10451.9824,0,0,0,0,6,3,0,0,18.249,20.592,0.975,11932.5781,506.988281,4.64537525,0,0,0,0.00559685,0,0,0,0,0,0,0,0,0,53.09375,52,16376,4143,12232,74.7002,53.546,4.839936E+07,249856
05/29/2026 12:42:17,46,54,0,55,60,55,55,55,55,71,12.12,5.04,1.312,1.396,0.986000061,0.320000023,0.664000034,3.292,2.046,0,3.37600017,3.37200022,3.124,56,45.5,45,45.5,1029,698,0,863,760,0,0,0,0,0,32.31,9.23,7.81,3.12,3.08,20,3.12,1.56,10.03,32.31,36.0781746,4601,423,4850,1464,48.5,1.47409034,0.64375,4740,392,48.5,0.7658443,0.64375,4521,166,48.5,0.330048919,0.64375,4461,118,48.5,0.276157439,0.64375,4597,248,48.5,0.469181776,0.64375,4850,839,48.5,1.174988,0.64375,4394,86,48.5,0.23995477,0.64375,4397,70,48.5,0.220110729,0.64375,55.7500076,46.3750038,99.99815,26.8032951,11.0774689,70.75701,11.5606728,3.32009125,77.6887054,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,477.9375,7.84765625,7.6015625,7611.34961,7618.951,0,0,0,0,0,0,0,0,0,0,4.339592,7,505,600,1200,3000,50,0.979000032,1.30500007,0,5,20,43,2670,10451.9824,0,0,0,0,6,3,0,0,17.989,17.738,0.975,11933.0664,506.7578,4.76802969,0,0,0,0.06688166,0,0,0,0,0,0.0580451973,0,0,0,53.34375,52,16376,4142,12233,74.70319,53.129,17099776,149504
05/29/2026 12:42:19,46,54,0,55,60,53,53,53,53,70,12.144001,5.04,1.312,1.396,0.988000035,0.322000027,0.664000034,3.292,2.046,0,3.37200022,3.37200022,3.124,54,45.5,45,45.5,1017,699,0,871,794,0,0,0,0,0,26.56,12.5,1.56,3.12,3.12,14.06,1.56,0,7.81,26.56,36.63964,3414,414,3600,1362,36,1.39999533,0.6375,3600,452,36,0.8001373,0.6375,3337,149,36,0.316128939,0.6375,3016,126,32.3333321,0.2684563,0.6375,3053,223,32.3333321,0.434074223,0.875,4850,837,48.5,1.1670748,0.875,2914,91,32.3333321,0.232302308,0.875,2946,72,32.3333321,0.213049307,0.875,55.0000076,46.3750038,99.99815,26.830368,11.050396,70.828476,11.5904312,3.29033279,77.88869,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,477.9375,7.84765625,7.6015625,7611.34961,7618.951,0,0,0,0,0,0,0,0,0,0,4.348508,7,505,600,1200,3000,50,1.04000008,1.30500007,0,9,17,43,2670,10451.9824,0,0,0,0,5,3,0,0,17.424,16.521,0.975,11933.0664,506.7578,4.971373,0,0,0,0.007269463,0,0,0,0,0,0,0,0,0,53.53125,52,16376,4142,12233,74.70319,52.704,349184,299008
05/29/2026 12:42:21,45,54,0,54,59,50,50,50,50,67,12.12,5.04,1.312,1.39200008,0.988000035,0.324,0.664000034,3.288,2.046,0,3.37200022,3.37200022,3.124,53,45.5,45,45.5,1003,700,0,864,790,0,0,0,0,0,18.46,6.15,0,3.08,3.08,10.77,1.54,1.54,5.58,18.46,35.48477,3713,403,4850,1319,48.5,1.371313,0.64375,4850,396,48.5,0.6975262,0.64375,3080,163,32.3333321,0.3049672,0.64375,3042,136,32.3333321,0.26101312,0.64375,3075,214,32.3333321,0.387196571,0.64375,4850,834,48.5,1.12813461,0.64375,3013,92,32.3333321,0.222858325,0.64375,2942,71,32.3333321,0.194780737,0.64375,53.3750076,46.3750038,99.99816,26.7853851,11.0953789,70.70973,11.5462494,3.33451462,77.59178,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,477.9375,7.84765625,7.6015625,7611.34961,7618.951,0,0,0,0,0,0,0,0,0,0,4.20275,7,505,600,1200,3000,49,0.974000037,1.30500007,0,2,16,43,2670,10451.9824,0,0,0,0,5,3,0,0,18.065,19.353,0.975,11933.0664,506.8828,4.4712534,0,0,0,0.005574772,0,0,0,0,0,0,0,0,0,53.53125,52,16376,4142,12233,74.70319,52.27,999424,8.379904E+07
05/29/2026 12:42:23,44,54,0,53,58,49,49,49,49,67,12.12,5.03,1.31000006,1.39200008,1.014,0.328,0.664000034,3.288,2.046,0,3.37200022,3.37200022,3.12000012,52,45.5,45,45.5,967,703,0,853,775,0,0,0,0,0,25,3.12,3.12,0,4.62,9.38,3.12,1.56,6.24,25,35.812973,3778,438,4040,1385,40.4,1.41149986,0.65,4040,402,40.4,0.7633229,0.65,3126,149,33.6666679,0.310691148,0.65,3303,159,33.6666679,0.2667441,0.65,3935,286,40.4,0.454688162,0.65,5050,820,50.5,1.13507116,0.5625,3367,143,33.6666679,0.246797517,0.5625,3367,157,33.6666679,0.258810878,0.5625,52.6250076,46.3750038,99.99815,26.8146782,11.0660858,70.787056,11.5494423,3.33132172,77.6132355,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,477.9375,7.84765625,7.6015625,7611.34961,7618.951,0,0,0,0,0,0,0,0,0,0,4.147112,7,505,600,1200,3000,49,1.079,1.30500007,0,8,16,43,2670,10451.9824,0,0,0,0,5,3,0,0,18.006,22.532,0.975,11933.0664,506.8828,4.51089144,0,0,0,0.006660875,0,0,0,0,0,0,0,0,0,53.6875,52,16376,4142,12233,74.70319,53.253,849920,159349760
05/29/2026 12:42:25,43,54,0,52,57,47,47,47,47,66,12.144001,5.04,1.312,1.396,0.9760001,0.320000023,0.664000034,3.288,2.046,0,3.37200022,3.37200022,3.124,52,45.5,45,45.5,958,674,0,839,743,0,0,0,0,0,21.88,7.81,0,0,0,20.31,1.56,0,6.45,21.88,35.9786377,3485,369,4850,1204,48.5,1.20374525,0.6625,3201,332,32.3333321,0.604884565,0.6625,3053,167,32.3333321,0.3131506,0.6625,3072,134,32.3333321,0.276031524,0.6625,3021,189,32.3333321,0.361543238,0.6625,4850,767,48.5,1.08133125,0.6625,2874,72,32.3333321,0.2186624,0.6625,2956,85,32.3333321,0.2187089,0.6625,52.2500076,45.8750038,99.99815,26.7889824,11.0917816,70.71922,11.5527573,3.32800674,77.63551,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,477.9375,7.84765625,7.6015625,7611.34961,7618.951,0,0,0,0,0,0,0,0,0,0,4.33702755,7,505,600,1200,3000,49,0.969000041,1.30500007,0,4,16,43,2670,10451.9824,0,0,0,0,5,3,0,0,17.657,22.495,0.975,11933.0664,506.8828,4.428544,0,0,0,0.00400260231,0,0,0,0,0,0,0,0,0,53.90625,52,16376,4142,12233,74.70319,52.088,1049600,8.649933E+07
05/29/2026 12:42:27,42,54,0,51,56,47,47,47,47,66,12.144001,5.04,1.312,1.396,0.982000053,0.324,0.664000034,3.288,2.046,0,3.37200022,3.37200022,3.124,52,45.5,45,45.5,935,673,0,833,753,0,0,0,0,0,23.44,4.69,4.69,0,4.69,14.06,0,0,6.45,23.44,35.8924255,4002,369,4040,1147,40.4,1.19227552,0.56875,3942,357,40.4,0.6224952,0.56875,3832,158,40.4,0.315835357,0.56875,3782,111,40.4,0.25440225,0.56875,3823,207,40.4,0.401926726,0.56875,5050,794,50.5,1.08780313,0.56875,3788,91,40.4,0.223791987,0.56875,3760,88,40.4,0.215742216,0.55625,52.0000076,45.8750038,99.99815,26.7885666,11.0921974,70.7181244,11.5493965,3.33136749,77.61293,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,477.9375,7.84765625,7.6015625,7611.34961,7618.951,0,0,0,0,0,0,0,0,0,0,4.36603355,7,505,600,1200,3000,49,0.979000032,1.30500007,0,2,16,43,2670,10451.9824,0,0,0,0,5,3,0,0,17.629,19.109,0.975,11933.0664,506.8828,4.491427,0,0,0,0.0073531433,0,0,0,0,0,0,0,0,0,53.9375,54,16376,4142,12233,74.70319,51.218,2049024,8.769946E+07
