,/lpc/nct6687dr/0/control/0,/lpc/nct6687dr/0/control/1,/lpc/nct6687dr/0/control/2,/lpc/nct6687dr/0/control/10,/lpc/nct6687dr/0/control/11,/lpc/nct6687dr/0/control/12,/lpc/nct6687dr/0/control/13,/lpc/nct6687dr/0/control/14,/lpc/nct6687dr/0/control/15,/lpc/nct6687dr/0/control/3,/lpc/nct6687dr/0/voltage/0,/lpc/nct6687dr/0/voltage/1,/lpc/nct6687dr/0/voltage/2,/lpc/nct6687dr/0/voltage/3,/lpc/nct6687dr/0/voltage/4,/lpc/nct6687dr/0/voltage/5,/lpc/nct6687dr/0/voltage/6,/lpc/nct6687dr/0/voltage/8,/lpc/nct6687dr/0/voltage/9,/lpc/nct6687dr/0/voltage/10,/lpc/nct6687dr/0/voltage/11,/lpc/nct6687dr/0/voltage/12,/lpc/nct6687dr/0/voltage/13,/lpc/nct6687dr/0/temperature/0,/lpc/nct6687dr/0/temperature/1,/lpc/nct6687dr/0/temperature/2,/lpc/nct6687dr/0/temperature/3,/lpc/nct6687dr/0/fan/0,/lpc/nct6687dr/0/fan/1,/lpc/nct6687dr/0/fan/2,/lpc/nct6687dr/0/fan/10,/lpc/nct6687dr/0/fan/11,/lpc/nct6687dr/0/fan/12,/lpc/nct6687dr/0/fan/13,/lpc/nct6687dr/0/fan/14,/lpc/nct6687dr/0/fan/15,/lpc/nct6687dr/0/fan/3,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/clock/15,/amdcpu/0/clock/16,/amdcpu/0/factor/6,/amdcpu/0/power/7,/amdcpu/0/voltage/8,/amdcpu/0/clock/17,/amdcpu/0/clock/18,/amdcpu/0/factor/7,/amdcpu/0/power/8,/amdcpu/0/voltage/9,/amdcpu/0/temperature/2,/amdcpu/0/temperature/3,/amdcpu/0/clock/0,/gpu-amd/0/smalldata/2,/gpu-amd/0/factor/0,/gpu-amd/0/smalldata/5,/gpu-amd/0/smalldata/4,/gpu-amd/0/smalldata/3,/gpu-amd/0/smalldata/6,/gpu-amd/0/smalldata/7,/gpu-amd/0/smalldata/8,/gpu-amd/0/load/2,/gpu-amd/0/load/5,/gpu-amd/0/load/3,/gpu-amd/0/load/4,/gpu-amd/0/load/9,/gpu-amd/0/load/8,/gpu-amd/0/load/7,/gpu-amd/0/load/6,/gpu-amd/0/load/12,/gpu-amd/0/load/11,/gpu-amd/0/load/10,/gpu-amd/0/smalldata/0,/gpu-amd/0/smalldata/1,/gpu-amd/0/clock/0,/gpu-amd/0/clock/1,/gpu-amd/0/clock/2,/gpu-amd/0/temperature/4,/gpu-amd/0/voltage/0,/gpu-amd/0/voltage/2,/gpu-amd/0/load/0,/gpu-amd/0/power/0,/gpu-amd/0/power/2,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/fan/1,/gpu-nvidia/0/fan/2,/gpu-nvidia/0/control/1,/gpu-nvidia/0/control/2,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/5,/gpu-nvidia/0/voltage/0,/gpu-nvidia/0/smalldata/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/15,/gpu-nvidia/0/load/17,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/16,/gpu-nvidia/0/load/18,/gpu-nvidia/0/load/19,/gpu-nvidia/0/load/14,/gpu-nvidia/0/load/20,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/load/13,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/temperature/3,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1
Time,"CPU Fan","Pump Fan","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","+12V","+5V","CPU Northbridge/SoC","DIMM","Vcore","Chipset","CPU System Agent","+3.3V","VREF","+1.8V","+3V Standby","AVSB","CMOS Battery","CPU Core","System","VRM MOS","Chipset","CPU Fan","Pump Fan #1","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core #7","Core #7 (Effective)","Core #7","Core #7 (SMU)","Core #7 VID","Core #8","Core #8 (Effective)","Core #8","Core #8 (SMU)","Core #8 VID","Core (Tctl/Tdie)","CCD1 (Tdie)","Bus Speed","GPU Memory Total","Fullscreen FPS","D3D Dedicated Memory Total","D3D Dedicated Memory Free","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D Shared Memory Free","D3D Shared Memory Total","D3D 3D","D3D Copy","D3D Compute 0","D3D Compute 1","D3D Timer 0","D3D Security 1","D3D High Priority Compute","D3D High Priority 3D","D3D Video JPEG 0","D3D Video Decode 1","D3D Video Codec 0","GPU Memory Used","GPU Memory Free","GPU Core","GPU SoC","GPU Memory","GPU VR SoC","GPU Core","GPU SoC","GPU Core","GPU Core","GPU SoC","GPU Core","GPU Core","GPU Memory","GPU Fan 1","GPU Fan 2","GPU Fan 1","GPU Fan 2","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Bus","GPU Power","GPU Board Power","GPU Core Voltage","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D 3D","D3D Overlay","D3D Video Decode","D3D Copy","D3D Copy","D3D Security","D3D Video Encode","D3D Video Encode","D3D Optical Flow Accelerator 0","D3D VR","D3D Copy","D3D Copy","D3D Copy","D3D Copy","GPU Hot Spot","GPU Memory Junction","GPU Memory Total","GPU Memory Free","GPU Memory Used","GPU Memory","GPU Package","GPU PCIe Rx","GPU PCIe Tx"
05/24/2026 21:17:17,75,25,0,45,70,70,70,70,70,84,12.12,5.04,1.31000006,1.396,1.07,0.352000028,0.582,3.292,2.046,0,3.37200022,3.37200022,3.11600018,68,52,53,51.5,1591,422,0,568,0,0,0,0,0,0,67.19,9.38,3.12,1.54,7.81,42.19,1.54,1.54,16.79,67.19,39.3526,3259,824,3900,3363,39,3.20753145,0.5875,3066,256,32.5,0.455469519,0.5875,2851,74,32.5,0.151883736,0.5875,2789,36,32.5,0.108728774,0.5875,2787,90,32.5,0.2043278,0.5875,5025,2720,50.25,2.62326717,0.51875,2829,24,33.5,0.0738076046,0.51875,2827,28,33.5,0.07505553,0.51875,69.37501,63.6250038,99.99748,512,-1,485.785156,485.480469,0.3046875,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,63,1.074,1.30500007,0,8,16,51,2835,10451.9824,1847,1844,58,58,0,0,0,0,21.402,21.406,1.085,10472.9258,397.972656,1.40432382,0,0,0,0.00128249428,0,0,0,0,0,0.298039883,0,0,0,62.71875,64,16376,5601,10774,65.7935,76.731,399360,299008
05/24/2026 21:17:19,76,25,0,45,74,74,74,74,74,87,12.12,5.04,1.31000006,1.396,1.056,0.354,0.582,3.288,2.046,0,3.37200022,3.37200022,3.11600018,76,52,53,51.5,1589,415,0,571,0,0,0,0,0,0,31.25,10.94,4.69,3.12,7.81,84.38,3.12,3.12,18.55,84.38,42.35088,3832,964,3940,1607,39.4,1.88793528,0.5375,3940,573,39.4,0.752404332,0.5375,3940,323,39.4,0.5306405,0.5375,3940,231,39.4,0.448438853,0.5375,3283,390,32.8333321,0.558040142,0.5375,4975,4314,49.75,5.216843,0.5375,3317,149,33.1666679,0.224018738,0.5375,3317,125,33.1666679,0.131598458,0.5375,78.50001,75.375,99.99749,512,-1,485.785156,485.480469,0.3046875,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,62,1.06000006,1.30500007,0,7,17,49,2670,10451.9824,1796,1798,47,47,0,1,0,0,16.651,19.068,0.975,9044.262,471.9336,0.329337835,0,0,0,1.23563027,0,0,0,0,0,4.0453434,0,0,0,60.71875,62,16376,7030,9345,57.06875,48.623,399360,299008
05/24/2026 21:17:21,78,27,0,47,78,78,78,78,78,91,12.12,5.04,1.31000006,1.396,1.018,0.34800002,0.582,3.288,2.046,0,3.37200022,3.37200022,3.11600018,77,51.5,53,51.5,1619,462,0,579,0,0,0,0,0,0,39.06,17.19,6.25,3.12,4.69,73.44,1.56,4.69,18.75,73.44,42.8048058,4008,964,3960,1893,39.6,2.18003082,0.55625,4925,979,49.25,1.64767,0.54375,3689,353,39.4,0.846435249,0.54375,3655,238,39.4,0.6764151,0.54375,3677,478,39.4,1.06251144,0.54375,4925,3411,49.25,3.173797,0.54375,3632,180,39.4,0.583400965,0.54375,3605,177,39.4,0.5677923,0.54375,76.50001,61.8750038,99.99747,512,-1,485.785156,485.480469,0.3046875,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,63,1.079,1.30500007,0,8,17,51,2835,10451.9824,1670,1679,44,44,49,28,0,0,58.431,77.336,1.085,10962.7539,464.355469,34.0722771,0,0,0,3.01569843,0,0,0,0,0,5.11271429,0,0,0,64,64,16376,5112,11263,68.78299,65.045,234399744,7.749939E+07
05/24/2026 21:17:23,78,26,0,46,82,82,82,82,82,93,12.0960007,5.03,1.31000006,1.396,1.03000009,0.352000028,0.582,3.288,2.046,0,3.37200022,3.37200022,3.11600018,73,51.5,53,51.5,1648,461,0,573,0,0,0,0,0,0,45.31,23.44,12.5,10.94,17.19,51.56,12.5,4.69,22.27,51.56,41.7676468,4476,1002,4850,2085,48.5,2.295136,0.5375,4850,1256,48.5,1.91956532,0.5375,4618,506,48.5,1.2615664,0.5375,4554,390,48.5,1.10884917,0.5375,4751,708,49,1.50007439,0.58125,4900,2487,49,2.457382,0.58125,3636,320,39.2,1.00830925,0.58125,3648,265,39.2,0.9605231,0.58125,73.25001,63.2500038,99.9974747,512,-1,485.785156,485.480469,0.3046875,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,63,0.984,1.30500007,0,5,16,60,2835,10451.9824,1524,1531,44,44,99,56,0,1,88.183,87.183,1.09,10963.3438,464.355469,94.48583,0,0,0,0.0238088388,0,0,0,0,0,0,0,0,0,71.40625,68,16376,5111,11264,68.78659,236.849,377499648,100649984
05/24/2026 21:17:25,80,26,0,47,84,84,84,84,84,91,12.0960007,5.03,1.31000006,1.396,1.042,0.352000028,0.582,3.288,2.046,0,3.37200022,3.37200022,3.11600018,73,52,53,51,1646,428,0,579,0,0,0,0,0,0,73.44,23.44,15.62,1.56,15.62,50,0,0,22.46,73.44,44.62908,4124,1194,4975,3750,49.75,4.21156263,0.54375,3960,1147,39.6,1.9477241,0.54375,4642,576,49.5,1.41884577,0.54375,3596,346,39.6,1.18184733,0.54375,3700,745,39.6,1.57315767,0.54375,4950,2517,49.5,2.830343,0.54375,3598,246,39.6,1.082098,0.54375,3574,221,39.6,1.06195545,0.54375,73.00001,70.25,99.99749,512,-1,485.785156,485.480469,0.3046875,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,63,1.05000007,1.30500007,0,16,16,53,2835,10451.9824,1453,1451,44,44,40,30,0,0,46.515,44.993,1.09,10750.3125,400.105469,38.66234,0,0,0,0.396945655,0,0,0,0,0,0.0528476462,0,0,0,62.75,66,16376,5324,11051,67.48667,167.625,45249536,24148992
05/24/2026 21:17:27,81,25,0,45,84,84,84,84,84,91,12.0960007,5.04,1.31000006,1.396,1.046,0.354,0.582,3.292,2.046,0,3.37200022,3.37200022,3.11600018,72,51.5,53,51.5,1664,446,0,588,0,0,0,0,0,0,64.06,31.25,15.62,9.38,17.19,57.81,6.25,4.69,25.78,64.06,43.4097443,3936,1158,4925,2813,49.25,3.165857,0.55625,3928,1363,39.4,2.036273,0.55625,3594,527,39.4,1.360917,0.55625,3530,378,39.4,1.200303,0.55625,3672,846,39.4,1.626886,0.55625,4925,2860,49.25,2.87126827,0.55625,3450,253,39.4,1.08111179,0.55625,3467,221,39.4,1.04945934,0.55625,71.87501,62.3750038,99.99748,512,-1,485.785156,485.480469,0.3046875,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,63,1.04000008,1.30500007,0,9,16,53,2835,10451.9824,1416,1413,44,44,42,32,0,0,44.864,37.511,1.09,10750.3047,396.71875,36.66648,0,0,0,0.015313182,0,0,0,0,0,0.121745296,0,0,0,62.03125,64,16376,5324,11051,67.48667,124.979,8.239923E+07,5.609984E+07
05/24/2026 21:17:29,82,26,0,47,82,82,82,82,82,91,12.12,5.04,1.31000006,1.396,1.044,0.350000024,0.582,3.288,2.046,0,3.37200022,3.37200022,3.11600018,70,52,53,51.5,1709,436,0,564,0,0,0,0,0,0,41.54,15.38,3.08,3.08,6.15,56.92,1.54,1.54,16.15,56.92,41.8768158,3806,1029,3940,2144,39.4,2.638436,0.5625,3905,1198,39.4,1.94750774,0.55625,3649,485,39.4,1.32599831,0.55625,3525,316,39.4,1.15776324,0.55625,4669,734,49.25,1.5353055,0.55625,4950,2912,49.5,2.69425154,0.575,2894,230,33,1.05692089,0.575,2918,211,33,1.04874814,0.575,70.50001,62.3750038,99.9974747,512,-1,485.785156,485.480469,0.3046875,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,63,1.03500009,1.30500007,0,9,16,52,2835,10451.9824,1401,1400,44,44,42,32,0,0,44.998,47.013,1.09,10750.3047,396.71875,36.5806847,0,0,0,0.0162925757,0,0,0,0,0,0,0,0,0,61.5,64,16376,5324,11051,67.48667,125.006,136799232,27099136
05/24/2026 21:17:31,83,27,0,47,79,79,79,79,79,89,12.12,5.04,1.31000006,1.396,1.054,0.356,0.582,3.28400016,2.046,0,3.37200022,3.36800027,3.11600018,69,51.5,53.5,51.5,1724,465,0,562,0,0,0,0,0,0,20.31,20.31,7.81,4.69,7.81,73.44,4.69,3.12,17.77,73.44,42.3360367,3943,1047,5000,1546,50,2.14810014,0.55625,4850,1152,49.25,1.972518,0.5375,3676,507,39.4,1.35794544,0.5375,3531,319,39.4,1.18930519,0.5375,3708,718,39.4,1.55935836,0.5375,4950,3662,49.5,3.34014225,0.54375,2914,250,33,1.0971365,0.54375,2912,224,33,1.07561111,0.54375,69.75001,62.3750038,99.9974747,512,-1,485.785156,485.480469,0.3046875,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,63,1,1.30500007,0,9,16,52,2835,10451.9824,1391,1395,43,43,42,33,0,0,44.54,44.245,1.09,10750.3047,396.71875,36.5257,0,0,0,0.01442634,0,0,0,0,0,0,0,0,0,61.375,64,16376,5324,11051,67.48667,124.786,9.16992E+07,2.66496E+07
05/24/2026 21:17:33,82,26,0,47,78,78,78,78,78,89,12.0960007,5.03,1.31000006,1.39200008,1.0480001,0.368000031,0.582,3.288,2.046,0,3.37200022,3.37200022,3.11600018,69,51.5,53.5,51.5,1687,449,0,571,0,0,0,0,0,0,29.69,23.44,7.81,12.5,18.75,70.31,7.81,3.12,21.68,70.31,42.01785,3959,1023,3960,1650,39.6,2.10437059,0.51875,4832,1096,49.5,1.8471278,0.51875,3674,505,39.6,1.33250511,0.51875,3556,336,39.6,1.17049444,0.51875,3703,678,39.6,1.47501826,0.51875,4950,3421,49.5,3.22079039,0.51875,3490,253,39.6,1.07411981,0.51875,3505,244,39.6,1.07319069,0.51875,69.37501,62.3750038,99.99748,512,-1,485.785156,485.480469,0.3046875,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,63,1,1.30500007,0,7,16,51,2835,10451.9824,1387,1386,43,43,42,33,0,0,44.113,43.347,1.09,10750.3047,396.71875,36.5294,0,0,0,0.0150589645,0,0,0,0,0,0,0,0,0,61.03125,64,16376,5324,11051,67.48667,123.113,6.254899E+07,3.784909E+07
