,/lpc/nct6687dr/0/control/0,/lpc/nct6687dr/0/control/1,/lpc/nct6687dr/0/control/2,/lpc/nct6687dr/0/control/10,/lpc/nct6687dr/0/control/11,/lpc/nct6687dr/0/control/12,/lpc/nct6687dr/0/control/13,/lpc/nct6687dr/0/control/14,/lpc/nct6687dr/0/control/15,/lpc/nct6687dr/0/control/3,/lpc/nct6687dr/0/voltage/0,/lpc/nct6687dr/0/voltage/1,/lpc/nct6687dr/0/voltage/2,/lpc/nct6687dr/0/voltage/3,/lpc/nct6687dr/0/voltage/4,/lpc/nct6687dr/0/voltage/5,/lpc/nct6687dr/0/voltage/6,/lpc/nct6687dr/0/voltage/8,/lpc/nct6687dr/0/voltage/9,/lpc/nct6687dr/0/voltage/10,/lpc/nct6687dr/0/voltage/11,/lpc/nct6687dr/0/voltage/12,/lpc/nct6687dr/0/voltage/13,/lpc/nct6687dr/0/temperature/0,/lpc/nct6687dr/0/temperature/1,/lpc/nct6687dr/0/temperature/2,/lpc/nct6687dr/0/temperature/3,/lpc/nct6687dr/0/fan/0,/lpc/nct6687dr/0/fan/1,/lpc/nct6687dr/0/fan/2,/lpc/nct6687dr/0/fan/10,/lpc/nct6687dr/0/fan/11,/lpc/nct6687dr/0/fan/12,/lpc/nct6687dr/0/fan/13,/lpc/nct6687dr/0/fan/14,/lpc/nct6687dr/0/fan/15,/lpc/nct6687dr/0/fan/3,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/clock/15,/amdcpu/0/clock/16,/amdcpu/0/factor/6,/amdcpu/0/power/7,/amdcpu/0/voltage/8,/amdcpu/0/clock/17,/amdcpu/0/clock/18,/amdcpu/0/factor/7,/amdcpu/0/power/8,/amdcpu/0/voltage/9,/amdcpu/0/temperature/2,/amdcpu/0/temperature/3,/amdcpu/0/clock/0,/gpu-amd/0/smalldata/2,/gpu-amd/0/factor/0,/gpu-amd/0/smalldata/5,/gpu-amd/0/smalldata/4,/gpu-amd/0/smalldata/3,/gpu-amd/0/smalldata/6,/gpu-amd/0/smalldata/7,/gpu-amd/0/smalldata/8,/gpu-amd/0/load/2,/gpu-amd/0/load/5,/gpu-amd/0/load/3,/gpu-amd/0/load/4,/gpu-amd/0/load/9,/gpu-amd/0/load/8,/gpu-amd/0/load/7,/gpu-amd/0/load/6,/gpu-amd/0/load/12,/gpu-amd/0/load/11,/gpu-amd/0/load/10,/gpu-amd/0/smalldata/0,/gpu-amd/0/smalldata/1,/gpu-amd/0/clock/0,/gpu-amd/0/clock/1,/gpu-amd/0/clock/2,/gpu-amd/0/temperature/4,/gpu-amd/0/voltage/0,/gpu-amd/0/voltage/2,/gpu-amd/0/load/0,/gpu-amd/0/power/0,/gpu-amd/0/power/2,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/fan/1,/gpu-nvidia/0/fan/2,/gpu-nvidia/0/control/1,/gpu-nvidia/0/control/2,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/5,/gpu-nvidia/0/voltage/0,/gpu-nvidia/0/smalldata/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/15,/gpu-nvidia/0/load/17,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/16,/gpu-nvidia/0/load/18,/gpu-nvidia/0/load/19,/gpu-nvidia/0/load/14,/gpu-nvidia/0/load/20,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/load/13,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/temperature/3,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1
Time,"CPU Fan","Pump Fan","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","+12V","+5V","CPU Northbridge/SoC","DIMM","Vcore","Chipset","CPU System Agent","+3.3V","VREF","+1.8V","+3V Standby","AVSB","CMOS Battery","CPU Core","System","VRM MOS","Chipset","CPU Fan","Pump Fan #1","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core #7","Core #7 (Effective)","Core #7","Core #7 (SMU)","Core #7 VID","Core #8","Core #8 (Effective)","Core #8","Core #8 (SMU)","Core #8 VID","Core (Tctl/Tdie)","CCD1 (Tdie)","Bus Speed","GPU Memory Total","Fullscreen FPS","D3D Dedicated Memory Total","D3D Dedicated Memory Free","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D Shared Memory Free","D3D Shared Memory Total","D3D 3D","D3D Copy","D3D Compute 0","D3D Compute 1","D3D Timer 0","D3D Security 1","D3D High Priority Compute","D3D High Priority 3D","D3D Video JPEG 0","D3D Video Decode 1","D3D Video Codec 0","GPU Memory Used","GPU Memory Free","GPU Core","GPU SoC","GPU Memory","GPU VR SoC","GPU Core","GPU SoC","GPU Core","GPU Core","GPU SoC","GPU Core","GPU Core","GPU Memory","GPU Fan 1","GPU Fan 2","GPU Fan 1","GPU Fan 2","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Bus","GPU Power","GPU Board Power","GPU Core Voltage","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D 3D","D3D Overlay","D3D Video Decode","D3D Copy","D3D Copy","D3D Security","D3D Video Encode","D3D Video Encode","D3D Optical Flow Accelerator 0","D3D VR","D3D Copy","D3D Copy","D3D Copy","D3D Copy","GPU Hot Spot","GPU Memory Junction","GPU Memory Total","GPU Memory Free","GPU Memory Used","GPU Memory","GPU Package","GPU PCIe Rx","GPU PCIe Tx"
05/25/2026 19:25:05,60,49,0,47,47,53,53,53,53,70,12.12,5.04,1.312,1.39200008,1.0480001,0.316,0.672000051,3.288,2.046,0,3.37200022,3.36800027,3.11600018,55,44.5,40.5,45,1337,603,0,773,584,0,0,0,0,0,52.11,26.76,14.08,9.86,22.54,53.52,7.04,12.68,24.82,53.52,35.1445656,5050,1378,5050,2884,50.5,2.25850415,0.5375,5050,1277,50.5,1.2626096,0.5375,5050,784,50.5,0.9452139,0.5375,5050,648,50.5,0.7767545,0.5375,5050,1397,50.5,1.61414969,0.5375,5050,2746,50.5,2.17561722,0.5375,5050,517,50.5,0.6419729,0.525,5050,768,50.5,0.82629925,0.525,55.8750076,48.6250038,99.99822,512,-1,485.785156,485.5,0.28515625,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,46,1.069,1.30500007,0,14,15,40,2670,10701.9883,0,0,0,0,7,5,0,0,9.241,19.391,0.97,992.835938,37.9296875,1.6836884,0,0,0,0.0150481947,0,0,0,0,0,3.66674948,0,0,0,50.9375,48,16376,15073,1302,7.953975,11.402,7249920,6149120
05/25/2026 19:25:07,61,49,0,49,47,55,55,55,55,72,12.12,5.04,1.31000006,1.39200008,0.91200006,0.326,0.672000051,3.288,2.046,0,3.36800027,3.36800027,3.11600018,59,44.5,40.5,45,1336,625,0,768,569,0,0,0,0,0,40.62,15.62,12.5,9.23,15.62,42.19,7.69,12.5,19.5,42.19,44.24528,3634,707,4850,1761,48.5,1.85689378,0.6375,3233,597,32.3333321,0.8223129,0.6375,3233,326,32.3333321,0.4107557,0.6375,3233,217,32.3333321,0.278178781,0.6375,4850,408,48.5,0.595062435,0.6375,3233,1965,32.3333321,2.00084639,0.6375,3205,156,32.3333321,0.20986335,0.6375,3233,225,32.3333321,0.24772045,0.6375,59.0000076,42.5000038,99.99824,512,-1,485.785156,485.5,0.28515625,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,47,1.03500009,1.30500007,0,4,15,41,2670,10701.9883,0,0,0,0,0,0,0,0,14.953,16.568,0.97,994.2422,47.48047,0.07359218,0,0,0,0.00109100272,0,0,0,0,0,0,0,0,0,51.875,48,16376,15073,1302,7.953975,43.12,0,2649088
05/25/2026 19:25:09,62,49,0,52,47,56,56,56,56,74,12.12,5.04,1.31000006,1.39200008,0.768,0.308000028,0.672000051,3.288,2.046,0,3.36800027,3.36800027,3.11600018,61,44.5,40.5,45,1359,603,0,778,583,0,0,0,0,0,7.81,1.56,0,0,1.56,17.19,3.12,0,3.91,17.19,30.7300987,3646,299,4850,639,48.5,0.61979425,0.66875,4850,259,48.5,0.2763802,0.66875,3045,89,32.3333321,0.131969869,0.66875,2895,60,32.3333321,0.08606917,0.66875,3164,161,32.3333321,0.20155248,0.66875,4850,1111,48.5,1.2297,0.66875,2961,53,32.3333321,0.085497044,0.66875,2557,19,32.3333321,0.0451027,0.66875,61.0000076,42.0000038,99.99823,512,-1,485.785156,485.5,0.28515625,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,46,1.06000006,1.30500007,0,9,15,40,330,405,0,0,0,0,0,0,0,0,8.313,4.435,0.875,994.2422,47.73047,0.2798631,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4375,48,16376,15073,1302,7.953975,24.165,0,2649088
05/25/2026 19:25:11,63,49,0,55,47,59,59,59,59,75,12.144001,5.04,1.31000006,1.396,0.868000031,0.318000019,0.672000051,3.288,2.046,0,3.37200022,3.36800027,3.11600018,57,44.5,40.5,45,1382,625,0,843,583,0,0,0,0,0,10.94,1.56,0,0,0,6.25,0,0,2.34,10.94,27.5321636,3407,160,3600,521,36,0.420366,0.9625,3600,181,36,0.1699848,0.95,3181,51,36,0.06283002,0.95,3109,39,36,0.0450667962,0.94375,3356,103,36,0.111428671,0.95,3600,340,36,0.332558453,0.95625,2654,20,32.3333321,0.030856913,0.6625,4157,23,48.5,0.0236140434,1.075,58.8750076,41.0000038,99.99823,512,-1,485.785156,485.5,0.28515625,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,44,0.615,1.30500007,0,2,13,40,210,405,0,0,0,0,5,3,0,1,4.705,6.9,0.875,994.2422,47.73047,0.3514889,0,0,0,0.00472837174,0,0,0,0,0,0,0,0,0,51.09375,48,16376,15073,1302,7.953975,13.163,0,2099200
05/25/2026 19:25:13,63,49,0,51,47,55,55,55,55,71,12.12,5.03,1.30800009,1.39200008,0.744,0.30400002,0.672000051,3.288,2.046,0,3.36800027,3.36800027,3.11200023,54,44,40.5,45,1401,603,0,837,583,0,0,0,0,0,7.69,0,0,0,0,3.12,0,0,1.35,7.69,26.3197517,3190,91,4850,328,48.5,0.248515964,0.6375,4105,58,48.5,0.0522502,0.6375,2701,31,32.3333321,0.0123571195,0.64375,2701,23,32.3333321,0.0160807855,0.64375,2713,44,32.3333321,0.0290246,0.64375,3137,205,32.3333321,0.189162418,0.64375,2713,23,32.3333321,0.0104921032,0.64375,2604,16,32.3333321,0.009106354,0.64375,53.8750076,39.625,99.99823,512,-1,485.785156,485.5,0.28515625,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,44,0.844000041,1.30500007,0,0,14,40,210,405,0,0,0,0,1,1,0,0,4.166,5.418,0.875,994.2422,47.73047,0.02372862,0,0,0,0,0,0,0,0,0,0,0,0,0,51.15625,48,16376,15073,1302,7.953975,12.587,0,0
05/25/2026 19:25:15,62,49,0,47,47,51,51,51,51,67,12.12,5.04,1.31000006,1.39200008,0.72,0.306000024,0.672000051,3.288,2.046,0,3.36800027,3.36800027,3.11600018,52,44,40.5,45,1363,625,0,825,569,0,0,0,0,0,10.94,1.56,0,0,0,3.12,0,0,1.95,10.94,27.1437969,3489,132,4850,481,48.5,0.376028985,0.64375,4630,129,48.5,0.11983341,0.64375,2708,42,32.3333321,0.0368529819,0.64375,2623,26,32.3333321,0.0210741516,0.64375,3069,79,32.3333321,0.06805163,0.64375,4850,268,48.5,0.245175436,0.64375,2568,16,32.3333321,0.0154419551,0.64375,2611,18,32.3333321,0.01045772,0.64375,51.6250076,40.5000038,99.99822,512,-1,485.785156,485.5,0.28515625,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,45,0.734,1.30500007,0,4,15,40,210,405,0,0,0,0,0,6,0,0,3.872,3.794,0.875,994.2422,47.73047,0.01396556,0,0,0,0,0,0,0,0,0,0,0,0,0,51.09375,46,16376,15073,1302,7.953975,10.92,3849216,199680
05/25/2026 19:25:17,60,49,0,43,47,47,47,47,47,64,12.144001,5.04,1.31000006,1.39200008,0.770000041,0.3,0.672000051,3.288,2.046,0,3.37200022,3.36800027,3.11600018,50,44.5,40.5,45,1346,603,0,794,570,0,0,0,0,0,7.81,1.56,0,0,1.56,3.12,0,0,1.76,7.81,27.1672821,3199,105,4850,427,48.5,0.3258526,0.65,2751,72,32.3333321,0.0503706671,0.65,2663,30,32.3333321,0.0151050352,0.65,2637,22,32.3333321,0.0135662509,0.65,2744,45,32.3333321,0.0293653123,0.65,4775,209,48.5,0.190666646,0.65,2608,21,32.3333321,0.0107020931,0.65,2566,17,32.3333321,0.0104865115,0.65,50.0000076,40.125,99.99824,512,-1,485.785156,485.5,0.28515625,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,45,0.815000057,1.30500007,0,0,14,40,210,405,0,0,0,0,0,5,0,0,4.43,4.503,0.875,994.2422,47.73047,0.0188439023,0,0,0,0,0,0,0,0,0,0,0,0,0,51.15625,46,16376,15073,1302,7.953975,11.835,0,0
05/25/2026 19:25:19,59,49,0,42,47,44,44,44,44,62,12.144001,5.03,1.31000006,1.39200008,0.788000047,0.308000028,0.672000051,3.288,2.046,0,3.36800027,3.36800027,3.11600018,48,44.5,40.5,45,1318,625,0,723,570,0,0,0,0,0,14.06,4.69,4.69,0,4.69,12.5,1.56,1.56,5.47,14.06,27.9111919,3204,93,3600,400,36,0.2751185,0.925,3027,59,36,0.03964274,0.925,2876,24,36,0.0131841116,0.925,2868,25,36,0.0106828976,0.925,2958,40,36,0.0231071152,0.925,3364,160,36,0.115143418,0.925,2878,18,36,0.0102678873,0.925,4057,17,48.5,0.0104947025,0.925,49.3750076,40.125,99.99823,512,-1,485.785156,485.5,0.28515625,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,44,0.950000048,1.30500007,0,1,14,40,210,405,0,0,0,0,0,7,0,0,4.68,6.802,0.875,994.2422,47.73047,0.02818547,0,0,0,0,0,0,0,0,0,0,0,0,0,51.09375,48,16376,15073,1302,7.953975,13.204,0,0
05/25/2026 19:25:21,58,49,0,42,47,40,40,40,40,61,12.12,5.03,1.31000006,1.39200008,0.804,0.31,0.67,3.288,2.046,0,3.36800027,3.36800027,3.11600018,48,44,40.5,45,1307,603,0,696,583,0,0,0,0,0,7.94,1.59,0,0,0,0,0,0,1.19,7.94,27.2617683,3301,135,4850,453,48.5,0.340621859,0.64375,3074,132,32.3333321,0.119936615,0.64375,2761,42,32.3333321,0.0407803,0.64375,2697,30,32.3333321,0.0283273589,0.64375,2861,74,32.3333321,0.0743458,0.64375,4850,304,48.5,0.2872781,0.64375,2685,28,32.3333321,0.0191765558,0.64375,2632,19,32.3333321,0.013113494,0.64375,48.1250076,38.625,99.99822,512,-1,485.785156,485.5,0.28515625,0.5,7618.451,7618.951,0,0,0,0,0,0,0,0,0,0,0,0,512,600,1200,3000,44,0.625,1.30500007,0,1,12,40,210,405,0,0,0,0,1,5,0,0,3.899,3.922,0.875,994.2422,47.73047,0.065689,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1875,46,16376,15073,1302,7.953975,11.519,0,0
