,/lpc/nct6687dr/0/control/0,/lpc/nct6687dr/0/control/1,/lpc/nct6687dr/0/control/2,/lpc/nct6687dr/0/control/10,/lpc/nct6687dr/0/control/11,/lpc/nct6687dr/0/control/12,/lpc/nct6687dr/0/control/13,/lpc/nct6687dr/0/control/14,/lpc/nct6687dr/0/control/15,/lpc/nct6687dr/0/control/3,/lpc/nct6687dr/0/voltage/0,/lpc/nct6687dr/0/voltage/1,/lpc/nct6687dr/0/voltage/2,/lpc/nct6687dr/0/voltage/3,/lpc/nct6687dr/0/voltage/4,/lpc/nct6687dr/0/voltage/5,/lpc/nct6687dr/0/voltage/6,/lpc/nct6687dr/0/voltage/8,/lpc/nct6687dr/0/voltage/9,/lpc/nct6687dr/0/voltage/10,/lpc/nct6687dr/0/voltage/11,/lpc/nct6687dr/0/voltage/12,/lpc/nct6687dr/0/voltage/13,/lpc/nct6687dr/0/temperature/0,/lpc/nct6687dr/0/temperature/1,/lpc/nct6687dr/0/temperature/2,/lpc/nct6687dr/0/temperature/3,/lpc/nct6687dr/0/fan/0,/lpc/nct6687dr/0/fan/1,/lpc/nct6687dr/0/fan/2,/lpc/nct6687dr/0/fan/10,/lpc/nct6687dr/0/fan/11,/lpc/nct6687dr/0/fan/12,/lpc/nct6687dr/0/fan/13,/lpc/nct6687dr/0/fan/14,/lpc/nct6687dr/0/fan/15,/lpc/nct6687dr/0/fan/3,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/clock/15,/amdcpu/0/clock/16,/amdcpu/0/factor/6,/amdcpu/0/power/7,/amdcpu/0/voltage/8,/amdcpu/0/clock/17,/amdcpu/0/clock/18,/amdcpu/0/factor/7,/amdcpu/0/power/8,/amdcpu/0/voltage/9,/amdcpu/0/temperature/2,/amdcpu/0/temperature/3,/amdcpu/0/clock/0,/gpu-amd/0/smalldata/2,/gpu-amd/0/factor/0,/gpu-amd/0/smalldata/5,/gpu-amd/0/smalldata/4,/gpu-amd/0/smalldata/3,/gpu-amd/0/smalldata/6,/gpu-amd/0/smalldata/7,/gpu-amd/0/smalldata/8,/gpu-amd/0/load/2,/gpu-amd/0/load/5,/gpu-amd/0/load/3,/gpu-amd/0/load/4,/gpu-amd/0/load/9,/gpu-amd/0/load/8,/gpu-amd/0/load/7,/gpu-amd/0/load/6,/gpu-amd/0/load/12,/gpu-amd/0/load/11,/gpu-amd/0/load/10,/gpu-amd/0/smalldata/0,/gpu-amd/0/smalldata/1,/gpu-amd/0/clock/0,/gpu-amd/0/clock/1,/gpu-amd/0/clock/2,/gpu-amd/0/temperature/4,/gpu-amd/0/voltage/0,/gpu-amd/0/voltage/2,/gpu-amd/0/load/0,/gpu-amd/0/power/0,/gpu-amd/0/power/2,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/fan/1,/gpu-nvidia/0/fan/2,/gpu-nvidia/0/control/1,/gpu-nvidia/0/control/2,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/5,/gpu-nvidia/0/voltage/0,/gpu-nvidia/0/smalldata/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/15,/gpu-nvidia/0/load/17,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/16,/gpu-nvidia/0/load/18,/gpu-nvidia/0/load/19,/gpu-nvidia/0/load/14,/gpu-nvidia/0/load/20,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/load/13,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/temperature/3,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1
Time,"CPU Fan","Pump Fan","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","+12V","+5V","CPU Northbridge/SoC","DIMM","Vcore","Chipset","CPU System Agent","+3.3V","VREF","+1.8V","+3V Standby","AVSB","CMOS Battery","CPU Core","System","VRM MOS","Chipset","CPU Fan","Pump Fan #1","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core #7","Core #7 (Effective)","Core #7","Core #7 (SMU)","Core #7 VID","Core #8","Core #8 (Effective)","Core #8","Core #8 (SMU)","Core #8 VID","Core (Tctl/Tdie)","CCD1 (Tdie)","Bus Speed","GPU Memory Total","Fullscreen FPS","D3D Dedicated Memory Total","D3D Dedicated Memory Free","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D Shared Memory Free","D3D Shared Memory Total","D3D 3D","D3D Copy","D3D Compute 0","D3D Compute 1","D3D Timer 0","D3D Security 1","D3D High Priority Compute","D3D High Priority 3D","D3D Video JPEG 0","D3D Video Decode 1","D3D Video Codec 0","GPU Memory Used","GPU Memory Free","GPU Core","GPU SoC","GPU Memory","GPU VR SoC","GPU Core","GPU SoC","GPU Core","GPU Core","GPU SoC","GPU Core","GPU Core","GPU Memory","GPU Fan 1","GPU Fan 2","GPU Fan 1","GPU Fan 2","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Bus","GPU Power","GPU Board Power","GPU Core Voltage","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D 3D","D3D Overlay","D3D Video Decode","D3D Copy","D3D Copy","D3D Security","D3D Video Encode","D3D Video Encode","D3D Optical Flow Accelerator 0","D3D VR","D3D Copy","D3D Copy","D3D Copy","D3D Copy","GPU Hot Spot","GPU Memory Junction","GPU Memory Total","GPU Memory Free","GPU Memory Used","GPU Memory","GPU Package","GPU PCIe Rx","GPU PCIe Tx"
05/26/2026 18:55:16,42,58,0,51,56,47,47,47,47,66,12.144001,5.03,1.31000006,1.396,0.972000062,0.328,0.636000037,3.288,2.046,0,3.37200022,3.37200022,3.12000012,52,47.5,45.5,47,962,768,0,816,721,0,0,0,0,0,21.43,2.86,1.41,1.41,1.41,10,0,1.41,4.99,21.43,32.19172,3880,218,4850,772,48.5,0.9281038,0.6375,4795,205,48.5,0.303908318,0.6375,4233,63,48.5,0.06381216,0.6375,2735,47,32.3333321,0.0610051341,0.6375,4492,111,48.5,0.170629412,0.6375,4850,474,48.5,0.6891673,0.6375,2582,39,32.3333321,0.04292092,0.6375,2500,29,32.3333321,0.0226461589,0.6375,52.7500076,47.3750038,99.99819,512,-1,485.785156,475.457031,10.328125,5.9140625,7613.037,7618.951,0,0,0,0,0,0,0,0,0,0,0,10,502,600,1200,3000,50,0.974000037,1.30500007,0,2,15,42,210,405,0,0,0,0,1,23,0,0,5.388,6.703,0.865,11052.9727,709.2539,0.586408257,0,0,0,0,0,0,0,0,0,0.09954427,0,0,0,54.09375,50,16376,5019,11356,69.34884,15.647,549888,49152
05/26/2026 18:55:18,42,58,0,51,56,47,47,47,47,66,12.12,5.04,1.312,1.396,1.03000009,0.336000025,0.636000037,3.292,2.046,0,3.37200022,3.37200022,3.12000012,52,47.5,45.5,47,963,767,0,823,718,0,0,0,0,0,26.98,9.52,1.59,3.17,3.17,14.29,1.59,0,7.54,26.98,34.15738,3886,509,4040,1376,40.4,1.5582093,0.5375,4040,624,40.4,0.836225,0.53125,4008,243,40.4,0.408230543,0.53125,4721,161,50.5,0.2701639,0.53125,3367,380,33.6666679,0.5840723,0.53125,5050,1132,50.5,1.40772128,0.53125,3037,98,33.6666679,0.205374658,0.58125,2821,58,33.6666679,0.1577731,0.58125,53.0000076,47.3750038,99.9982,512,-1,485.785156,475.457031,10.328125,5.9140625,7613.037,7618.951,0,0,0,0,0,0,0,0,0,0,0,10,502,600,1200,3000,51,1.04000008,1.30500007,0,24,15,42,210,405,0,0,0,0,2,23,0,1,4.607,4.822,0.865,11052.9727,709.023438,1.72507012,0,0,0,0.00133030466,0,0,0,0,0,0.116924644,0,0,0,54.125,50,16376,5019,11356,69.34884,14.61,5799936,149504
05/26/2026 18:55:20,42,58,0,51,56,49,49,49,49,67,12.144001,5.04,1.312,1.396,0.972000062,0.338000029,0.636000037,3.292,2.046,0,3.37200022,3.37200022,3.12000012,52,47.5,45.5,47,953,742,0,810,717,0,0,0,0,0,16.67,5,5,1.64,3.28,16.67,1.64,1.64,6.44,16.67,32.04673,3944,363,4040,1093,40.4,1.25959086,0.55625,5050,415,50.5,0.571286142,0.55625,3836,158,40.4,0.2351081,0.5375,3753,115,40.4,0.167342246,0.5375,4040,258,40.4,0.360735476,0.5375,5050,724,50.5,0.9654429,0.5375,2934,80,33.6666679,0.142059013,0.64375,2849,60,32.3333321,0.111507989,0.63125,52.7500076,47.3750038,99.99817,512,-1,485.785156,475.457031,10.328125,5.9140625,7613.037,7618.951,0,0,0,0,0,0,0,0,0,0,0,10,502,600,1200,3000,50,0.969000041,1.30500007,0,2,15,43,210,405,0,0,0,0,6,24,0,5,4.74,4.635,0.865,11052.9727,709.023438,1.59052074,0,0,0,0,0,0,0,0,0,0.11741817,0,0,0,54.09375,50,16376,5019,11356,69.34884,13.437,0,0
05/26/2026 18:55:22,42,58,0,51,56,47,47,47,47,66,12.12,5.04,1.31000006,1.39200008,0.972000062,0.334000021,0.638,3.292,2.046,0,3.36800027,3.36800027,3.12000012,52,47.5,45.5,47,961,740,0,829,716,0,0,0,0,0,12.16,8.11,2.7,2.7,5.41,16.22,2.7,1.35,6.42,16.22,32.12872,4212,314,5050,922,50.5,1.11632764,0.525,5050,347,50.5,0.518904567,0.525,4610,114,50.5,0.160269737,0.525,3634,94,40.4,0.142533779,0.525,5050,213,50.5,0.2939685,0.525,4900,731,49,0.952311635,0.50625,2752,54,32.6666679,0.09252737,0.50625,2648,41,32.6666679,0.06844815,0.50625,52.6250076,51.3750038,99.9982,512,-1,485.785156,475.457031,10.328125,5.9140625,7613.037,7618.951,0,0,0,0,0,0,0,0,0,0,0,10,502,600,1200,3000,50,0.940000057,1.30500007,0,5,15,43,210,405,0,0,0,0,1,23,0,0,5.64,6.955,0.865,11052.9727,709.023438,0.420687348,0,0,0,0,0,0,0,0,0,0.08867815,0,0,0,54.15625,50,16376,5019,11356,69.34884,14.874,149504,899072
05/26/2026 18:55:24,42,58,0,51,56,47,47,47,47,66,12.144001,5.04,1.312,1.39200008,0.978000045,0.342,0.636000037,3.292,2.046,0,3.37200022,3.37200022,3.12000012,52,47.5,45.5,47,963,739,0,811,734,0,0,0,0,0,12.7,14.29,4.76,1.59,7.94,28.57,3.17,0,9.13,28.57,33.86305,4240,495,5050,1260,50.5,1.45394468,0.55,5050,672,50.5,0.9854832,0.55,3917,246,40.4,0.399560153,0.55,3723,143,40.4,0.274205238,0.55,4040,396,40.4,0.5892466,0.55,5050,1095,50.5,1.34018934,0.55,3636,91,40.4,0.219991118,0.58125,3451,58,40.4,0.137057677,0.58125,52.6250076,47.3750038,99.9982,512,-1,485.785156,475.457031,10.328125,5.9140625,7613.037,7618.951,0,0,0,0,0,0,0,0,0,0,0,10,502,600,1200,3000,51,1.04000008,1.30500007,0,24,15,43,210,405,0,0,0,0,3,23,0,1,5.809,6.753,0.865,11052.9727,709.023438,1.94480336,0,0,0,0.0233152565,0,0,0,0,0,0.124829382,0,0,0,54.21875,50,16376,5019,11356,69.34884,15.878,199680,0
05/26/2026 18:55:26,42,59,0,51,56,47,47,47,47,66,12.144001,5.04,1.312,1.396,0.974000037,0.332000017,0.636000037,3.292,2.046,0,3.37200022,3.37200022,3.12000012,52,47.5,45.5,47,950,771,0,810,716,0,0,0,0,0,14.06,9.38,3.12,3.12,0,18.75,3.12,1.56,6.64,18.75,31.4788685,3921,257,4040,947,40.4,1.13902211,0.5375,4759,187,50.5,0.2731131,0.5375,3274,46,40.4,0.0487389863,0.5375,3211,39,40.4,0.0357441567,0.5375,4614,85,50.5,0.109330788,0.5375,5050,691,50.5,0.914553344,0.5375,3152,31,40.4,0.0291465446,0.5375,3268,31,40.4,0.0503380448,0.5375,52.3750076,46.8750038,99.99819,512,-1,485.785156,475.457031,10.328125,5.9140625,7613.037,7618.951,0,0,0,0,0,0,0,0,0,0,0,10,502,600,1200,3000,50,0.974000037,1.30500007,0,2,15,43,210,405,0,0,0,0,2,23,0,0,4.894,5.953,0.865,11052.9727,709.023438,0.426322341,0,0,0,0,0,0,0,0,0,0.111410692,0,0,0,54.1875,50,16376,5019,11356,69.34884,13.906,249856,0
05/26/2026 18:55:28,42,59,0,51,56,47,47,47,47,66,12.12,5.04,1.31000006,1.39200008,0.974000037,0.336000025,0.636000037,3.292,2.046,0,3.37200022,3.37200022,3.12000012,52,47.5,45.5,47,955,777,0,811,716,0,0,0,0,0,14.29,6.35,3.17,3.17,1.59,12.7,3.17,1.59,5.75,14.29,32.636795,3470,236,5050,792,50.5,0.962936044,0.51875,3367,206,33.6666679,0.324015468,0.51875,2917,65,33.6666679,0.0810326859,0.51875,2830,51,33.6666679,0.05914795,0.51875,3114,90,33.6666679,0.117977411,0.51875,5050,600,50.5,0.7901437,0.50625,2693,34,33.6666679,0.044195734,0.50625,2740,46,33.6666679,0.0391807258,0.50625,52.5000076,47.3750038,99.9982,512,-1,485.785156,475.457031,10.328125,5.9140625,7613.037,7618.951,0,0,0,0,0,0,0,0,0,0,0,10,502,600,1200,3000,50,0.965000033,1.30500007,0,3,15,43,210,405,0,0,0,0,2,23,0,0,5.095,5.156,0.865,11052.9727,709.023438,0.694939137,0,0,0,0.00274868449,0,0,0,0,0,0.133679688,0,0,0,54.1875,50,16376,5019,11356,69.34884,13.794,49152,0
05/26/2026 18:55:30,42,58,0,51,56,47,47,47,47,66,12.12,5.04,1.31000006,1.39200008,0.966,0.33,0.636000037,3.292,2.046,0,3.37200022,3.37200022,3.12000012,52,48,45.5,47,966,743,0,821,734,0,0,0,0,0,19.05,4.76,3.17,1.59,4.76,14.29,0,0,5.95,19.05,31.9833584,3683,309,4850,996,48.5,1.12613153,0.64375,3233,374,32.3333321,0.470626473,0.64375,3734,122,40.4,0.210352719,0.65,3046,79,33.6666679,0.131614611,0.5125,3793,190,40.4,0.30307892,0.5125,5050,602,50.5,0.852562,0.5125,2944,63,33.6666679,0.102154292,0.55,2812,44,33.6666679,0.0785601661,0.55,52.5000076,46.8750038,99.9982,512,-1,485.785156,475.457031,10.328125,5.9140625,7613.037,7618.951,0,0,0,0,0,0,0,0,0,0,0,10,502,600,1200,3000,50,0.955000043,1.30500007,0,9,15,43,210,405,0,0,0,0,1,23,0,0,5.633,7.05,0.865,11052.9531,706.875,0.6247077,0,0,0,0,0,0,0,0,0,0.0528159775,0,0,0,54.28125,52,16376,5019,11356,69.34884,15.895,199680,0
05/26/2026 18:55:32,42,58,0,51,56,47,47,47,47,66,12.12,5.03,1.31000006,1.39200008,0.960000038,0.326,0.638,3.288,2.046,0,3.37200022,3.36800027,3.12000012,52,47.5,45.5,47,964,770,0,812,717,0,0,0,0,0,10.94,4.69,0,0,0,7.81,0,0,2.93,10.94,30.8045158,3643,188,4040,720,40.4,0.827340066,0.56875,4957,170,50.5,0.232308134,0.56875,3411,59,40.4,0.07070247,0.56875,2700,39,33.6666679,0.0467190221,0.55,3580,89,40.4,0.105642818,0.55,5050,359,50.5,0.607286453,0.55,2708,35,33.6666679,0.0365898721,0.63125,2697,34,33.6666679,0.0329066329,0.63125,52.6250076,46.3750038,99.99819,512,-1,485.785156,475.457031,10.328125,5.9140625,7613.037,7618.951,0,0,0,0,0,0,0,0,0,0,0,10,502,600,1200,3000,52,0.955000043,1.30500007,0,2,15,43,210,405,0,0,0,0,0,23,0,0,5.083,5.432,0.865,11052.9531,706.90625,0.562862158,0,0,0,0,0,0,0,0,0,0.09841019,0,0,0,54.25,50,16376,5019,11356,69.34884,15.372,199680,0
