,/lpc/nct6687dr/0/control/0,/lpc/nct6687dr/0/control/1,/lpc/nct6687dr/0/control/2,/lpc/nct6687dr/0/control/10,/lpc/nct6687dr/0/control/11,/lpc/nct6687dr/0/control/12,/lpc/nct6687dr/0/control/13,/lpc/nct6687dr/0/control/14,/lpc/nct6687dr/0/control/15,/lpc/nct6687dr/0/control/3,/lpc/nct6687dr/0/voltage/0,/lpc/nct6687dr/0/voltage/1,/lpc/nct6687dr/0/voltage/2,/lpc/nct6687dr/0/voltage/3,/lpc/nct6687dr/0/voltage/4,/lpc/nct6687dr/0/voltage/5,/lpc/nct6687dr/0/voltage/6,/lpc/nct6687dr/0/voltage/8,/lpc/nct6687dr/0/voltage/9,/lpc/nct6687dr/0/voltage/10,/lpc/nct6687dr/0/voltage/11,/lpc/nct6687dr/0/voltage/12,/lpc/nct6687dr/0/voltage/13,/lpc/nct6687dr/0/temperature/0,/lpc/nct6687dr/0/temperature/1,/lpc/nct6687dr/0/temperature/2,/lpc/nct6687dr/0/temperature/3,/lpc/nct6687dr/0/fan/0,/lpc/nct6687dr/0/fan/1,/lpc/nct6687dr/0/fan/2,/lpc/nct6687dr/0/fan/10,/lpc/nct6687dr/0/fan/11,/lpc/nct6687dr/0/fan/12,/lpc/nct6687dr/0/fan/13,/lpc/nct6687dr/0/fan/14,/lpc/nct6687dr/0/fan/15,/lpc/nct6687dr/0/fan/3,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/clock/15,/amdcpu/0/clock/16,/amdcpu/0/factor/6,/amdcpu/0/power/7,/amdcpu/0/voltage/8,/amdcpu/0/clock/17,/amdcpu/0/clock/18,/amdcpu/0/factor/7,/amdcpu/0/power/8,/amdcpu/0/voltage/9,/amdcpu/0/temperature/2,/amdcpu/0/temperature/3,/amdcpu/0/clock/0,/vram/data/2,/vram/data/3,/vram/load/1,/ram/data/0,/ram/data/1,/ram/load/0,/memory/dimm/1/temperature/0,/memory/dimm/1/temperature/1,/memory/dimm/1/temperature/2,/memory/dimm/1/temperature/3,/memory/dimm/1/temperature/4,/memory/dimm/1/temperature/5,/memory/dimm/1/timing/20,/memory/dimm/1/timing/21,/memory/dimm/1/timing/22,/memory/dimm/1/timing/23,/memory/dimm/1/timing/24,/memory/dimm/1/timing/25,/memory/dimm/1/timing/26,/memory/dimm/1/timing/27,/memory/dimm/1/timing/28,/memory/dimm/1/timing/29,/memory/dimm/1/timing/30,/memory/dimm/1/timing/31,/memory/dimm/1/timing/32,/memory/dimm/1/timing/33,/memory/dimm/1/data/50,/memory/dimm/3/temperature/0,/memory/dimm/3/temperature/1,/memory/dimm/3/temperature/2,/memory/dimm/3/temperature/3,/memory/dimm/3/temperature/4,/memory/dimm/3/temperature/5,/memory/dimm/3/timing/20,/memory/dimm/3/timing/21,/memory/dimm/3/timing/22,/memory/dimm/3/timing/23,/memory/dimm/3/timing/24,/memory/dimm/3/timing/25,/memory/dimm/3/timing/26,/memory/dimm/3/timing/27,/memory/dimm/3/timing/28,/memory/dimm/3/timing/29,/memory/dimm/3/timing/30,/memory/dimm/3/timing/31,/memory/dimm/3/timing/32,/memory/dimm/3/timing/33,/memory/dimm/3/data/50,/gpu-amd/0/smalldata/2,/gpu-amd/0/factor/0,/gpu-amd/0/smalldata/5,/gpu-amd/0/smalldata/4,/gpu-amd/0/smalldata/3,/gpu-amd/0/smalldata/6,/gpu-amd/0/smalldata/7,/gpu-amd/0/smalldata/8,/gpu-amd/0/load/2,/gpu-amd/0/load/5,/gpu-amd/0/load/3,/gpu-amd/0/load/4,/gpu-amd/0/load/9,/gpu-amd/0/load/8,/gpu-amd/0/load/7,/gpu-amd/0/load/6,/gpu-amd/0/load/12,/gpu-amd/0/load/11,/gpu-amd/0/load/10,/gpu-amd/0/smalldata/0,/gpu-amd/0/smalldata/1,/gpu-amd/0/clock/0,/gpu-amd/0/clock/1,/gpu-amd/0/clock/2,/gpu-amd/0/temperature/4,/gpu-amd/0/voltage/0,/gpu-amd/0/voltage/2,/gpu-amd/0/load/0,/gpu-amd/0/power/0,/gpu-amd/0/power/2,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/fan/1,/gpu-nvidia/0/fan/2,/gpu-nvidia/0/control/1,/gpu-nvidia/0/control/2,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/5,/gpu-nvidia/0/voltage/0,/gpu-nvidia/0/smalldata/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/15,/gpu-nvidia/0/load/17,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/16,/gpu-nvidia/0/load/18,/gpu-nvidia/0/load/19,/gpu-nvidia/0/load/14,/gpu-nvidia/0/load/20,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/load/13,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/temperature/3,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1
Time,"CPU Fan","Pump Fan","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","+12V","+5V","CPU Northbridge/SoC","DIMM","Vcore","Chipset","CPU System Agent","+3.3V","VREF","+1.8V","+3V Standby","AVSB","CMOS Battery","CPU Core","System","VRM MOS","Chipset","CPU Fan","Pump Fan #1","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core #7","Core #7 (Effective)","Core #7","Core #7 (SMU)","Core #7 VID","Core #8","Core #8 (Effective)","Core #8","Core #8 (SMU)","Core #8 VID","Core (Tctl/Tdie)","CCD1 (Tdie)","Bus Speed","Memory Used","Memory Available","Memory","Memory Used","Memory Available","Memory","DIMM #1","Temperature Sensor Resolution","Thermal Sensor Low Limit","Thermal Sensor High Limit","Thermal Sensor Critical Low Limit","Thermal Sensor Critical High Limit","tCKAVGmin (Minimum Cycle Time)","tCKAVGmax (Maximum Cycle Time)","tAA (CAS Latency Time)","tRCD (RAS to CAS Delay Time)","tRP (Row Precharge Delay Time)","tRAS (Active to Precharge Delay Time)","tRC (Active to Active/Refresh Delay Time)","tWR (Write Recovery Time)","tRFC1 (Normal Refresh Recovery Time)","tRFC2 (Fine Granularity Refresh Recovery Time)","tRFCsb (Same Bank Refresh Recovery Time)","tRFC1_dlr (Normal Refresh Recovery Time 3DS)","tRFC2_dlr (Fine Granularity Refresh Recovery Time 3DS)","tRFCsb_dlr (Same Bank Refresh Recovery Time 3DS)","Capacity","DIMM #3","Temperature Sensor Resolution","Thermal Sensor Low Limit","Thermal Sensor High Limit","Thermal Sensor Critical Low Limit","Thermal Sensor Critical High Limit","tCKAVGmin (Minimum Cycle Time)","tCKAVGmax (Maximum Cycle Time)","tAA (CAS Latency Time)","tRCD (RAS to CAS Delay Time)","tRP (Row Precharge Delay Time)","tRAS (Active to Precharge Delay Time)","tRC (Active to Active/Refresh Delay Time)","tWR (Write Recovery Time)","tRFC1 (Normal Refresh Recovery Time)","tRFC2 (Fine Granularity Refresh Recovery Time)","tRFCsb (Same Bank Refresh Recovery Time)","tRFC1_dlr (Normal Refresh Recovery Time 3DS)","tRFC2_dlr (Fine Granularity Refresh Recovery Time 3DS)","tRFCsb_dlr (Same Bank Refresh Recovery Time 3DS)","Capacity","GPU Memory Total","Fullscreen FPS","D3D Dedicated Memory Total","D3D Dedicated Memory Free","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D Shared Memory Free","D3D Shared Memory Total","D3D 3D","D3D Copy","D3D Compute 0","D3D Compute 1","D3D Timer 0","D3D Security 1","D3D High Priority Compute","D3D High Priority 3D","D3D Video JPEG 0","D3D Video Decode 1","D3D Video Codec 0","GPU Memory Used","GPU Memory Free","GPU Core","GPU SoC","GPU Memory","GPU VR SoC","GPU Core","GPU SoC","GPU Core","GPU Core","GPU SoC","GPU Core","GPU Core","GPU Memory","GPU Fan 1","GPU Fan 2","GPU Fan 1","GPU Fan 2","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Bus","GPU Power","GPU Board Power","GPU Core Voltage","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D 3D","D3D Overlay","D3D Video Decode","D3D Copy","D3D Copy","D3D Security","D3D Video Encode","D3D Video Encode","D3D Optical Flow Accelerator 0","D3D VR","D3D Copy","D3D Copy","D3D Copy","D3D Copy","GPU Hot Spot","GPU Memory Junction","GPU Memory Total","GPU Memory Free","GPU Memory Used","GPU Memory","GPU Package","GPU PCIe Rx","GPU PCIe Tx"
05/30/2026 12:25:21,39,50,0,50,50,42,42,42,42,62,12.144001,5.04,1.312,1.396,1.006,0.312,0.742000043,3.292,2.046,1.84,3.37600017,3.37200022,3.124,49,41.5,40.5,40.5,865,615,0,805,619,0,0,0,0,0,39.06,19.05,7.94,3.17,11.11,39.06,6.35,1.59,15.92,39.06,31.8932533,4260,625,3600,1840,36,1.62368309,0.6375,3600,715,36,1.057055,0.6375,3600,309,36,0.50308913,0.6375,4718,189,48.5,0.3199116,0.875,4850,444,48.5,0.7904797,0.875,4850,1289,48.5,1.4761672,0.875,4436,124,48.5,0.194339886,0.875,4429,93,48.5,0.154146284,0.875,49.0000076,43.5000038,99.99816,16.2980919,21.5826721,43.0247231,8.712032,6.16873169,58.5455971,33,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,32.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,475.796875,9.988281,25.7265625,7593.22461,7618.951,0,0,0,0,0,0,0,0,0,0,0,9,503,600,1200,3000,46,0.979000032,1.30500007,0,3,14,37,315,405,0,0,0,0,38,54,0,1,6.1,6.992,0.875,2833.90234,126.570313,13.0773,0,0,0,0.0228880737,0,0,0,0,0,3.24231577,0,0,0,47.375,42,16376,13236,3139,19.1737347,17.931,19499008,6649856
05/30/2026 12:25:23,39,50,0,50,50,42,42,42,42,62,12.144001,5.04,1.314,1.396,1,0.322000027,0.74,3.292,2.046,1.84,3.37200022,3.37200022,3.124,49,41.5,40.5,40.5,857,637,0,789,620,0,0,0,0,0,41.54,10.94,3.12,1.56,12.5,32.31,0,3.12,13.14,41.54,34.6136322,3593,736,4850,2104,48.5,1.802599,0.6375,3233,841,32.3333321,1.220765,0.6375,3233,335,32.3333321,0.6299603,0.6375,3232,264,32.3333321,0.4232182,0.6375,3233,563,32.3333321,0.92715317,0.6375,4850,1433,48.5,1.63144076,0.6375,3109,216,32.3333321,0.34390226,0.6375,3006,128,32.3333321,0.248380661,0.6375,49.1250076,43.5000038,99.99815,16.3338776,21.5468864,43.1191864,8.752563,6.12820053,58.81797,33,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,32.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,475.796875,9.988281,25.7265625,7593.22461,7618.951,0,0,0,0,0,0,0,0,0,0,0,9,503,600,1200,3000,47,1.04000008,1.30500007,0,23,15,37,270,405,0,0,0,0,30,47,0,3,5.729,8.402,0.875,2833.332,126.570313,13.8761864,0,0,0,0.0246627238,0,0,0,0,0,1.2925415,0,0,0,47.46875,42,16376,13236,3139,19.1703,18.279,7599104,6400000
05/30/2026 12:25:25,39,50,0,50,50,42,42,42,42,62,12.12,5.04,1.312,1.39200008,1.03200006,0.31,0.742000043,3.288,2.046,1.84,3.37200022,3.37200022,3.124,49,41.5,40.5,40.5,860,615,0,800,635,0,0,0,0,0,42.19,15.62,4.62,1.54,9.38,32.81,0,0,13.27,42.19,34.1786423,4065,681,4040,1930,40.4,1.67764688,0.64375,4040,785,40.4,1.13852561,0.64375,4040,336,40.4,0.571521938,0.64375,3931,200,40.4,0.385032475,0.64375,4040,535,40.4,0.8362308,0.64375,5050,1427,50.5,1.63522434,0.64375,3736,142,40.4,0.248910338,0.64375,3642,91,40.4,0.174890712,0.64375,49.1250076,43.5000038,99.99816,16.3256378,21.5551262,43.097435,8.749481,6.131283,58.7972565,33,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,32.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,475.796875,9.988281,25.7265625,7593.22461,7618.951,0,0,0,0,0,0,0,0,0,0,0,9,503,600,1200,3000,47,1.0250001,1.30500007,0,9,15,37,240,405,0,0,0,0,44,49,0,5,5.971,6.584,0.875,2833.332,126.570313,15.8162956,0,0,0,0.0217160452,0,0,0,0,0,1.3940047,0,0,0,47.53125,44,16376,13236,3139,19.1703,16.554,6949888,5849088
05/30/2026 12:25:27,39,50,0,50,50,42,42,42,42,62,12.144001,5.04,1.312,1.396,0.986000061,0.308000028,0.74,3.292,2.046,1.84,3.37200022,3.37200022,3.124,49,41.5,40.5,40.5,858,615,0,789,635,0,0,0,0,0,30.77,15.38,4.62,4.69,7.69,33.85,1.56,1.56,12.52,33.85,33.88926,3562,636,4850,1760,48.5,1.60877252,0.65625,3233,713,32.3333321,1.08498752,0.65625,3229,301,32.3333321,0.572046638,0.65625,3128,193,32.3333321,0.321452022,0.65625,3233,437,32.3333321,0.7647455,0.65625,4850,1438,48.5,1.58185577,0.66875,3015,134,32.3333321,0.226045176,0.66875,2954,115,32.3333321,0.175958484,0.66875,49.0000076,44.0000038,99.99816,16.2973976,21.5833664,43.0228844,8.717823,6.162941,58.5845146,33,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,32.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,475.796875,9.988281,25.7265625,7593.22461,7618.951,0,0,0,0,0,0,0,0,0,0,0,9,503,600,1200,3000,47,1.04000008,1.30500007,0,19,15,37,255,405,0,0,0,0,26,50,0,1,5.738,7.133,0.875,2833.64844,126.570313,13.4700909,0,0,0,0.0229850654,0,0,0,0,0,1.83989549,0,0,0,47.53125,44,16376,13236,3139,19.1722069,16.334,13449216,4699136
05/30/2026 12:25:29,39,50,0,50,50,42,42,42,42,62,12.144001,5.04,1.312,1.396,0.958000064,0.31,0.74,3.292,2.046,1.84,3.37200022,3.37200022,3.124,49,41.5,40.5,40.5,869,638,0,805,635,0,0,0,0,0,26.15,16.92,1.54,0,6.15,30.77,0,0,10.19,30.77,37.175663,4069,492,4850,1519,48.5,1.29026592,0.68125,4850,544,48.5,0.8772591,0.6375,4631,142,48.5,0.303763539,0.6375,4453,97,48.5,0.1481342,0.6375,3109,280,32.3333321,0.6276141,0.6375,4850,1194,48.5,1.27270687,0.6375,2917,87,32.3333321,0.09643263,0.6375,2894,75,32.3333321,0.0626761839,0.6375,49.6250076,44.0000038,99.99816,16.3573837,21.52338,43.1812363,8.762924,6.11784,58.8875961,33,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,32.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,475.796875,9.988281,25.7265625,7593.22461,7618.951,0,0,0,0,0,0,0,0,0,0,0,9,503,600,1200,3000,47,0.974000037,1.30500007,0,2,14,37,375,405,0,0,0,0,17,54,0,0,5.995,7.161,0.875,2833.582,126.570313,12.2125626,0,0,0,0.0279454216,0,0,0,0,0,1.48403764,0,0,0,47.5,44,16376,13236,3139,19.1718254,18.894,14849024,5799936
05/30/2026 12:25:31,40,50,0,50,50,44,44,44,44,63,12.144001,5.04,1.312,1.396,0.974000037,0.312,0.74,3.288,2.046,1.84,3.37200022,3.37200022,3.124,50,41.5,40.5,40.5,877,638,0,789,634,0,0,0,0,0,26.15,18.46,1.54,0,6.15,26.15,0,0,9.81,26.15,32.14349,3774,435,4850,1465,48.5,1.2468648,0.6375,3233,473,32.3333321,0.7908,0.6375,3259,134,33.6666679,0.3438888,0.6375,3883,97,40.4,0.114994854,0.64375,3958,248,40.4,0.5591333,0.64375,5050,964,50.5,1.11922157,0.64375,2968,49,33.6666679,0.058240626,0.575,2989,53,33.6666679,0.064760074,0.575,50.0000076,44.0000038,99.99815,16.3600769,21.5206871,43.1883545,8.770988,6.10977554,58.94179,33,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,32.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,475.796875,9.988281,25.7265625,7593.22461,7618.951,0,0,0,0,0,0,0,0,0,0,0,9,503,600,1200,3000,46,0.935000062,1.30500007,0,6,15,37,405,405,0,0,0,0,16,49,0,0,5.492,7.141,0.875,2833.332,126.570313,11.9447317,0,0,0,0.0264777262,0,0,0,0,0,2.3720746,0,0,0,47.65625,44,16376,13236,3139,19.1703,18.768,11249664,6299648
05/30/2026 12:25:33,40,50,0,50,50,44,44,44,44,63,12.144001,5.04,1.312,1.39200008,0.966,0.320000023,0.74,3.288,2.046,1.84,3.37200022,3.37200022,3.124,50,41.5,41,40.5,886,615,0,800,635,0,0,0,0,0,43.75,23.44,7.81,3.08,20.31,35.94,4.62,7.69,18.33,43.75,35.2506332,4019,707,4850,1834,48.5,1.74808419,0.63125,4850,829,48.5,1.21569169,0.63125,3233,301,32.3333321,0.5191293,0.63125,3152,218,32.3333321,0.3476995,0.63125,4850,464,48.5,0.894567132,0.63125,4850,1459,48.5,1.71828711,0.63125,3135,191,32.3333321,0.2630888,0.63125,3233,362,32.3333321,0.4490295,0.63125,51.3750076,44.0000038,99.9981461,16.3599281,21.5208359,43.1879578,8.764511,6.116253,58.89826,33,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,32.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,475.796875,9.988281,25.7265625,7593.22461,7618.951,0,0,0,0,0,0,0,0,0,0,0,9,503,600,1200,3000,48,1.0200001,1.30500007,0,15,15,37,525,810,0,0,0,0,14,27,0,0,8.963,10.52,0.935,2833.457,126.570313,5.744378,0,0,0,0.0163517725,0,0,0,0,0,1.8065865,0,0,0,47.71875,42,16376,13236,3139,19.1710625,23.674,18649088,6349824
05/30/2026 12:25:35,41,50,0,50,50,47,47,47,47,66,12.144001,5.04,1.312,1.396,0.9480001,0.30400002,0.74,3.292,2.046,1.84,3.37600017,3.37200022,3.124,51,41.5,41,40.5,910,638,0,788,619,0,0,0,0,0,42.86,26.98,9.52,4.76,17.46,44.44,6.35,7.94,20.04,44.44,33.68298,3567,613,5025,1646,50.25,1.41643643,0.50625,3350,717,33.5,1.05262733,0.50625,3331,287,33.5,0.505935669,0.50625,3211,149,33.6666679,0.30814,0.5375,3322,416,33.6666679,0.798348963,0.5375,4040,1448,40.4,1.531564,0.5375,3099,118,33.6666679,0.235155031,0.5375,3157,126,33.6666679,0.146689415,0.5375,51.6250076,54.5000038,99.99816,16.3501587,21.5306053,43.1621666,8.772957,6.107807,58.9550171,33,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,32.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,475.796875,9.988281,25.7265625,7593.22461,7618.951,0,0,0,0,0,0,0,0,0,0,0,9,503,600,1200,3000,47,0.969000041,1.30500007,0,2,14,37,345,405,0,0,0,0,34,56,0,0,5.87,6.577,0.875,2833.582,126.570313,12.1886206,0,0,0,0.0256540589,0,0,0,0,0,1.46369278,0,0,0,47.71875,44,16376,13236,3139,19.1718254,18.605,10949632,5899264
05/30/2026 12:25:37,41,50,0,50,50,45,45,45,45,65,12.144001,5.04,1.312,1.396,0.972000062,0.308000028,0.74,3.292,2.046,1.84,3.37600017,3.37200022,3.124,50,41.5,41,40.5,911,638,0,801,619,0,0,0,0,0,45.31,14.06,6.25,3.12,9.38,21.88,1.56,4.69,13.28,45.31,37.04304,4567,455,5050,1501,50.5,1.19384539,0.6375,5050,470,50.5,0.762776136,0.6375,4835,142,50.5,0.292375863,0.6375,3712,96,40.4,0.127693459,0.6375,3909,242,40.4,0.5413713,0.6375,5050,1058,50.5,1.16446233,0.6375,4452,67,50.5,0.06207239,0.55625,4475,62,50.5,0.0583063,0.55625,51.3750076,44.0000038,99.99815,16.3775826,21.5031815,43.2345619,8.788979,6.09178543,59.0626831,33,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,32.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,475.796875,9.988281,25.7265625,7593.22461,7618.951,0,0,0,0,0,0,0,0,0,0,0,9,503,600,1200,3000,47,0.974000037,1.30500007,0,1,14,37,300,405,0,0,0,0,43,60,0,0,5.779,6.682,0.875,2833.086,126.570313,12.8780432,0,0,0,0.0265681632,0,0,0,0,0,2.95612645,0,0,0,47.6875,44,16376,13236,3139,19.1687717,18.712,18849792,5199872
