,/lpc/nct6687dr/0/control/0,/lpc/nct6687dr/0/control/1,/lpc/nct6687dr/0/control/2,/lpc/nct6687dr/0/control/10,/lpc/nct6687dr/0/control/11,/lpc/nct6687dr/0/control/12,/lpc/nct6687dr/0/control/13,/lpc/nct6687dr/0/control/14,/lpc/nct6687dr/0/control/15,/lpc/nct6687dr/0/control/3,/lpc/nct6687dr/0/voltage/0,/lpc/nct6687dr/0/voltage/1,/lpc/nct6687dr/0/voltage/2,/lpc/nct6687dr/0/voltage/3,/lpc/nct6687dr/0/voltage/4,/lpc/nct6687dr/0/voltage/5,/lpc/nct6687dr/0/voltage/6,/lpc/nct6687dr/0/voltage/8,/lpc/nct6687dr/0/voltage/9,/lpc/nct6687dr/0/voltage/10,/lpc/nct6687dr/0/voltage/11,/lpc/nct6687dr/0/voltage/12,/lpc/nct6687dr/0/voltage/13,/lpc/nct6687dr/0/temperature/0,/lpc/nct6687dr/0/temperature/1,/lpc/nct6687dr/0/temperature/2,/lpc/nct6687dr/0/temperature/3,/lpc/nct6687dr/0/fan/0,/lpc/nct6687dr/0/fan/1,/lpc/nct6687dr/0/fan/2,/lpc/nct6687dr/0/fan/10,/lpc/nct6687dr/0/fan/11,/lpc/nct6687dr/0/fan/12,/lpc/nct6687dr/0/fan/13,/lpc/nct6687dr/0/fan/14,/lpc/nct6687dr/0/fan/15,/lpc/nct6687dr/0/fan/3,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/clock/15,/amdcpu/0/clock/16,/amdcpu/0/factor/6,/amdcpu/0/power/7,/amdcpu/0/voltage/8,/amdcpu/0/clock/17,/amdcpu/0/clock/18,/amdcpu/0/factor/7,/amdcpu/0/power/8,/amdcpu/0/voltage/9,/amdcpu/0/temperature/2,/amdcpu/0/temperature/3,/amdcpu/0/clock/0,/vram/data/2,/vram/data/3,/vram/load/1,/ram/data/0,/ram/data/1,/ram/load/0,/memory/dimm/1/temperature/0,/memory/dimm/1/temperature/1,/memory/dimm/1/temperature/2,/memory/dimm/1/temperature/3,/memory/dimm/1/temperature/4,/memory/dimm/1/temperature/5,/memory/dimm/1/timing/20,/memory/dimm/1/timing/21,/memory/dimm/1/timing/22,/memory/dimm/1/timing/23,/memory/dimm/1/timing/24,/memory/dimm/1/timing/25,/memory/dimm/1/timing/26,/memory/dimm/1/timing/27,/memory/dimm/1/timing/28,/memory/dimm/1/timing/29,/memory/dimm/1/timing/30,/memory/dimm/1/timing/31,/memory/dimm/1/timing/32,/memory/dimm/1/timing/33,/memory/dimm/1/data/50,/memory/dimm/3/temperature/0,/memory/dimm/3/temperature/1,/memory/dimm/3/temperature/2,/memory/dimm/3/temperature/3,/memory/dimm/3/temperature/4,/memory/dimm/3/temperature/5,/memory/dimm/3/timing/20,/memory/dimm/3/timing/21,/memory/dimm/3/timing/22,/memory/dimm/3/timing/23,/memory/dimm/3/timing/24,/memory/dimm/3/timing/25,/memory/dimm/3/timing/26,/memory/dimm/3/timing/27,/memory/dimm/3/timing/28,/memory/dimm/3/timing/29,/memory/dimm/3/timing/30,/memory/dimm/3/timing/31,/memory/dimm/3/timing/32,/memory/dimm/3/timing/33,/memory/dimm/3/data/50,/gpu-amd/0/smalldata/2,/gpu-amd/0/factor/0,/gpu-amd/0/smalldata/5,/gpu-amd/0/smalldata/4,/gpu-amd/0/smalldata/3,/gpu-amd/0/smalldata/6,/gpu-amd/0/smalldata/7,/gpu-amd/0/smalldata/8,/gpu-amd/0/load/2,/gpu-amd/0/load/5,/gpu-amd/0/load/3,/gpu-amd/0/load/4,/gpu-amd/0/load/9,/gpu-amd/0/load/8,/gpu-amd/0/load/7,/gpu-amd/0/load/6,/gpu-amd/0/load/12,/gpu-amd/0/load/11,/gpu-amd/0/load/10,/gpu-amd/0/smalldata/0,/gpu-amd/0/smalldata/1,/gpu-amd/0/clock/0,/gpu-amd/0/clock/1,/gpu-amd/0/clock/2,/gpu-amd/0/temperature/4,/gpu-amd/0/voltage/0,/gpu-amd/0/voltage/2,/gpu-amd/0/load/0,/gpu-amd/0/power/0,/gpu-amd/0/power/2,/gpu-nvidia/0/temperature/0,/gpu-nvidia/0/clock/0,/gpu-nvidia/0/clock/4,/gpu-nvidia/0/fan/1,/gpu-nvidia/0/fan/2,/gpu-nvidia/0/control/1,/gpu-nvidia/0/control/2,/gpu-nvidia/0/load/0,/gpu-nvidia/0/load/1,/gpu-nvidia/0/load/2,/gpu-nvidia/0/load/3,/gpu-nvidia/0/load/4,/gpu-nvidia/0/load/5,/gpu-nvidia/0/voltage/0,/gpu-nvidia/0/smalldata/3,/gpu-nvidia/0/smalldata/4,/gpu-nvidia/0/load/7,/gpu-nvidia/0/load/15,/gpu-nvidia/0/load/17,/gpu-nvidia/0/load/8,/gpu-nvidia/0/load/9,/gpu-nvidia/0/load/16,/gpu-nvidia/0/load/18,/gpu-nvidia/0/load/19,/gpu-nvidia/0/load/14,/gpu-nvidia/0/load/20,/gpu-nvidia/0/load/10,/gpu-nvidia/0/load/11,/gpu-nvidia/0/load/12,/gpu-nvidia/0/load/13,/gpu-nvidia/0/temperature/2,/gpu-nvidia/0/temperature/3,/gpu-nvidia/0/smalldata/2,/gpu-nvidia/0/smalldata/0,/gpu-nvidia/0/smalldata/1,/gpu-nvidia/0/load/3,/gpu-nvidia/0/power/0,/gpu-nvidia/0/throughput/0,/gpu-nvidia/0/throughput/1
Time,"CPU Fan","Pump Fan","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","+12V","+5V","CPU Northbridge/SoC","DIMM","Vcore","Chipset","CPU System Agent","+3.3V","VREF","+1.8V","+3V Standby","AVSB","CMOS Battery","CPU Core","System","VRM MOS","Chipset","CPU Fan","Pump Fan #1","Chipset Fan","System Fan #1","System Fan #2","System Fan #3","System Fan #4","System Fan #5","System Fan #6","EZ-Connect Fan","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core #7","Core #7 (Effective)","Core #7","Core #7 (SMU)","Core #7 VID","Core #8","Core #8 (Effective)","Core #8","Core #8 (SMU)","Core #8 VID","Core (Tctl/Tdie)","CCD1 (Tdie)","Bus Speed","Memory Used","Memory Available","Memory","Memory Used","Memory Available","Memory","DIMM #1","Temperature Sensor Resolution","Thermal Sensor Low Limit","Thermal Sensor High Limit","Thermal Sensor Critical Low Limit","Thermal Sensor Critical High Limit","tCKAVGmin (Minimum Cycle Time)","tCKAVGmax (Maximum Cycle Time)","tAA (CAS Latency Time)","tRCD (RAS to CAS Delay Time)","tRP (Row Precharge Delay Time)","tRAS (Active to Precharge Delay Time)","tRC (Active to Active/Refresh Delay Time)","tWR (Write Recovery Time)","tRFC1 (Normal Refresh Recovery Time)","tRFC2 (Fine Granularity Refresh Recovery Time)","tRFCsb (Same Bank Refresh Recovery Time)","tRFC1_dlr (Normal Refresh Recovery Time 3DS)","tRFC2_dlr (Fine Granularity Refresh Recovery Time 3DS)","tRFCsb_dlr (Same Bank Refresh Recovery Time 3DS)","Capacity","DIMM #3","Temperature Sensor Resolution","Thermal Sensor Low Limit","Thermal Sensor High Limit","Thermal Sensor Critical Low Limit","Thermal Sensor Critical High Limit","tCKAVGmin (Minimum Cycle Time)","tCKAVGmax (Maximum Cycle Time)","tAA (CAS Latency Time)","tRCD (RAS to CAS Delay Time)","tRP (Row Precharge Delay Time)","tRAS (Active to Precharge Delay Time)","tRC (Active to Active/Refresh Delay Time)","tWR (Write Recovery Time)","tRFC1 (Normal Refresh Recovery Time)","tRFC2 (Fine Granularity Refresh Recovery Time)","tRFCsb (Same Bank Refresh Recovery Time)","tRFC1_dlr (Normal Refresh Recovery Time 3DS)","tRFC2_dlr (Fine Granularity Refresh Recovery Time 3DS)","tRFCsb_dlr (Same Bank Refresh Recovery Time 3DS)","Capacity","GPU Memory Total","Fullscreen FPS","D3D Dedicated Memory Total","D3D Dedicated Memory Free","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D Shared Memory Free","D3D Shared Memory Total","D3D 3D","D3D Copy","D3D Compute 0","D3D Compute 1","D3D Timer 0","D3D Security 1","D3D High Priority Compute","D3D High Priority 3D","D3D Video JPEG 0","D3D Video Decode 1","D3D Video Codec 0","GPU Memory Used","GPU Memory Free","GPU Core","GPU SoC","GPU Memory","GPU VR SoC","GPU Core","GPU SoC","GPU Core","GPU Core","GPU SoC","GPU Core","GPU Core","GPU Memory","GPU Fan 1","GPU Fan 2","GPU Fan 1","GPU Fan 2","GPU Core","GPU Memory Controller","GPU Video Engine","GPU Bus","GPU Power","GPU Board Power","GPU Core Voltage","D3D Dedicated Memory Used","D3D Shared Memory Used","D3D 3D","D3D Overlay","D3D Video Decode","D3D Copy","D3D Copy","D3D Security","D3D Video Encode","D3D Video Encode","D3D Optical Flow Accelerator 0","D3D VR","D3D Copy","D3D Copy","D3D Copy","D3D Copy","GPU Hot Spot","GPU Memory Junction","GPU Memory Total","GPU Memory Free","GPU Memory Used","GPU Memory","GPU Package","GPU PCIe Rx","GPU PCIe Tx"
05/30/2026 13:15:46,43,47,0,47,47,58,58,58,58,74,12.0960007,5.03,1.30800009,1.39200008,1.00400007,0.320000023,0.708,3.28400016,2.046,1.83600008,3.36800027,3.364,3.12000012,59,41,45,42.5,960,594,0,740,576,0,0,0,0,0,75.76,43.94,25.76,19.7,40.91,50,22.73,18.18,37.12,75.76,37.9547653,5016,1965,5000,3770,50,3.64433122,0.5125,5025,2353,50.25,2.97184849,0.5125,5025,1412,50.25,2.051348,0.5125,5025,1231,50.25,1.8267777,0.5125,5025,1782,50.25,2.407784,0.5125,5025,3014,50.25,3.727026,0.49375,5000,1041,50,1.5326103,0.4875,5000,1119,50,1.51822615,0.4875,59.0000076,53.2500038,99.99815,19.3358879,18.5448761,51.0440826,9.905472,4.975292,66.56561,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.75,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,472.550781,13.234375,34.13672,7584.81445,7618.951,0,0,0,0,0,0,0,0,0,0,0,13,499,600,1200,3000,54,1.064,1.30500007,0,15,15,29,495,810,1872,1001,60,30,59,63,0,2,7.737,14.779,0.94,3787.6875,173.292969,12.3473473,0,0,0,0.0168780852,0,0,0,0,0,28.84966,0,0,0,38.6875,34,16376,12282,4093,24.9988079,20.634,147299328,1.16992E+07
05/30/2026 13:15:47,58,56,0,57,57,60,61,61,61,77,12.12,5.02000046,1.30800009,1.39200008,1.008,0.312,0.708,3.28400016,2.046,1.83600008,3.36800027,3.364,3.11600018,63,41,45,42.5,958,573,0,748,577,0,0,0,0,0,63.49,30.16,6.35,4.76,17.46,39.68,3.12,1.56,20.82,63.49,39.2013931,3405,944,4850,2799,48.5,2.46509767,0.55625,3233,1220,32.3333321,1.71860063,0.55625,3233,504,32.3333321,1.155196,0.55625,3169,249,32.3333321,0.8071639,0.55625,3233,772,32.3333321,1.2874403,0.55625,3233,1695,32.3333321,2.19685817,0.55625,3091,169,32.3333321,0.43310225,0.55625,3201,147,32.3333321,0.274463356,0.55625,62.7500076,52.2500038,99.99815,19.4109879,18.4697762,51.2423325,9.96591949,4.91484451,66.97183,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.75,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,472.550781,13.234375,34.13672,7584.81445,7618.951,0,0,0,0,0,0,0,0,0,0,0,13,499,600,1200,3000,55,0.935000062,1.30500007,0,8,15,30,255,405,1863,1000,60,30,8,24,0,0,9.638,7.935,0.885,3784.77734,150.179688,3.8118608,0,0,0,0.00628524553,0,0,0,0,0,15.0653305,0,0,0,38.65625,34,16376,12285,4090,24.9797249,28.724,22949888,10749952
05/30/2026 13:15:49,58,57,0,58,58,64,64,64,64,79,12.12,5.03,1.31000006,1.39200008,1.0200001,0.308000028,0.708,3.28400016,2.046,1.83600008,3.364,3.364,3.11600018,62,41,45,42.5,1255,718,0,741,592,0,0,0,0,0,70.31,37.5,18.75,15.62,32.81,45.31,10.77,15.38,30.81,70.31,43.5045547,4124,1504,5050,3395,50.5,3.02999973,0.55625,4040,1800,40.4,2.28833866,0.55625,4040,964,40.4,1.64551747,0.55625,4040,736,40.4,1.35972989,0.55625,4040,1393,40.4,1.9711436,0.55625,5050,2353,50.5,2.875633,0.55625,3367,562,33.6666679,1.04829431,0.55625,3367,826,33.6666679,1.19061685,0.55625,62.0000076,52.6250038,99.99815,19.2767639,18.604,50.888,9.961624,4.91914,66.94296,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.75,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,472.550781,13.234375,34.13672,7584.81445,7618.951,0,0,0,0,0,0,0,0,0,0,0,13,499,600,1200,3000,54,0.989,1.30500007,0,6,15,30,630,810,1863,1000,60,30,27,33,0,0,9.843,12.433,0.94,3679.97656,149.410156,11.1461859,0,0,0,0.281094253,0,0,0,0,0,31.3017673,0,0,0,38.8125,34,16376,12390,3985,24.3351078,20.58,26599424,13499392
05/30/2026 13:15:51,53,57,0,58,58,63,63,63,63,78,12.12,5.03,1.31000006,1.39200008,1.02200007,0.322000027,0.708,3.28400016,2.046,1.83600008,3.364,3.364,3.11600018,61,41,45,42.5,1271,722,0,886,691,0,0,0,0,0,68.75,40.62,29.69,15.62,28.12,56.25,10.94,6.25,32.03,68.75,44.508194,4190,1493,5050,3792,50.5,4.05163145,0.625,4040,1945,40.4,2.87951279,0.625,4040,916,40.4,1.77445722,0.625,3933,547,40.4,1.41223764,0.625,4040,1254,40.4,2.14011478,0.625,4850,2770,48.5,3.77930522,0.55,3685,374,38.8,1.05619192,0.55,3880,346,38.8,0.894364953,0.55,61.2500076,52.2500038,99.99817,19.3017387,18.5790253,50.95393,9.991062,4.889702,67.14079,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.75,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,472.550781,13.234375,34.13672,7584.81445,7618.951,0,0,0,0,0,0,0,0,0,0,0,13,499,600,1200,3000,54,1.05000007,1.30500007,0,19,16,30,390,405,1859,1000,60,30,37,55,0,1,7.095,7.678,0.885,3630.86719,148.597656,6.982623,0,0,0,0.028354967,0,0,0,0,0,20.1739845,0,0,0,38.65625,34,16376,12439,3936,24.03856,26.378,4.704973E+07,8.199987E+07
05/30/2026 13:15:53,51,57,0,58,58,63,63,63,63,78,12.12,5.03,1.30800009,1.39200008,1.05000007,0.31,0.708,3.28000021,2.046,1.83600008,3.364,3.364,3.11600018,61,41,45,42.5,1121,757,0,889,752,0,0,0,0,0,64.62,35.38,21.54,24.62,35.38,53.85,13.85,3.08,31.54,64.62,42.4022064,4618,1296,4850,3087,48.5,2.962712,0.63125,3233,1717,32.3333321,2.341492,0.63125,4850,943,48.5,1.67378378,0.65,4826,531,48.5,1.25516868,0.65,4850,1197,48.5,1.797755,0.65,4850,2224,48.5,2.84667587,0.65,4686,335,48.5,0.8424026,0.65,4799,338,48.5,0.6662075,0.65,61.0000076,52.2500038,99.99815,19.30331,18.5774536,50.95808,10.0016823,4.87908173,67.21216,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.75,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,472.550781,13.234375,34.13672,7584.81445,7618.951,0,0,0,0,0,0,0,0,0,0,0,13,499,600,1200,3000,54,0.799,1.30500007,0,2,15,30,555,810,1826,1000,50,30,23,32,0,0,10.468,14.952,0.94,3638.45313,148.777344,4.558191,0,0,0,0.0316016153,0,0,0,0,0,17.9682732,0,0,0,38.8125,34,16376,12432,3943,24.0832157,29.716,16799744,11899904
05/30/2026 13:15:55,51,57,0,58,58,61,61,61,61,76,12.12,5.03,1.31000006,1.39200008,1.00200009,0.308000028,0.710000038,3.28400016,2.046,1.83600008,3.36800027,3.364,3.12000012,59,41.5,45,42.5,1125,757,0,878,757,0,0,0,0,0,48.44,26.56,3.12,1.56,21.88,35.94,0,0,17.19,48.44,37.596962,3307,860,4850,2599,48.5,2.19953656,0.63125,3233,1177,32.3333321,1.591475,0.63125,3127,412,32.3333321,0.9703725,0.63125,3001,193,32.3333321,0.668402255,0.63125,3233,753,32.3333321,1.19973862,0.63125,3233,1572,32.3333321,1.92143917,0.63125,2947,110,32.3333321,0.2968217,0.63125,2832,60,32.3333321,0.14876917,0.63125,59.6250076,51.2500038,99.99815,19.2907944,18.58997,50.92504,10.008316,4.872448,67.25673,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,472.550781,13.234375,34.13672,7584.81445,7618.951,0,0,0,0,0,0,0,0,0,0,0,13,499,600,1200,3000,54,0.984,1.30500007,0,4,15,29,420,810,1717,1002,50,30,46,57,0,0,7.168,12.75,0.94,3538.78125,147.9414,5.71688032,0,0,0,0.108202264,0,0,0,0,0,15.0936041,0,0,0,38.59375,34,16376,12532,3843,23.4698944,19.292,16949248,7349248
05/30/2026 13:15:57,51,51,0,52,53,60,60,60,60,75,12.12,5.03,1.31000006,1.39200008,1.01,0.31,0.708,3.28400016,2.046,1.83600008,3.36800027,3.364,3.12000012,58,41,45,42.5,1124,705,0,859,727,0,0,0,0,0,54.69,20.31,4.69,3.12,14.06,40.62,3.12,0,17.58,54.69,38.449276,4108,976,4850,2972,48.5,2.75032067,0.65,4850,1256,48.5,1.83178091,0.65,4012,485,40.4,1.17434442,0.65,3813,243,40.4,0.8917619,0.65,4040,807,40.4,1.35121894,0.65,4040,1851,40.4,2.482953,0.65,3654,124,40.4,0.458716482,0.56875,3607,69,40.4,0.293443322,0.56875,58.6250076,51.2500038,99.9981461,19.2776,18.6031647,50.89021,9.999798,4.880966,67.19949,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,472.550781,13.234375,34.13672,7584.81445,7618.951,0,0,0,0,0,0,0,0,0,0,0,13,499,600,1200,3000,54,1.04000008,1.30500007,0,10,15,29,210,405,1632,1004,50,30,14,47,0,0,6.24,6.542,0.885,3616.789,149.214844,4.75108576,0,0,0,0.005709503,0,0,0,0,0,14.54507,0,0,0,38.5625,34,16376,12452,3923,23.9565048,26.597,15449088,9099264
05/30/2026 13:15:59,42,49,0,49,50,58,58,58,58,74,12.12,5.03,1.31000006,1.39200008,1.028,0.318000019,0.710000038,3.28400016,2.046,1.83600008,3.364,3.36800027,3.12000012,58,41.5,45,42.5,1046,663,0,862,711,0,0,0,0,0,65.62,26.56,18.75,4.69,20.31,54.69,4.69,3.12,24.8,65.62,38.98468,4240,1314,5050,3483,50.5,3.48548818,0.56875,5050,1791,50.5,2.58243,0.56875,4020,730,40.4,1.52678907,0.56875,3866,428,40.4,1.15766382,0.54375,4040,1130,40.4,1.849428,0.54375,5050,2577,50.5,3.38815355,0.54375,3720,225,40.4,0.7754965,0.54375,3120,144,33.6666679,0.480894148,0.54375,58.3750076,51.2500038,99.99815,19.2858124,18.5949516,50.91189,10.0060577,4.87470627,67.24156,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,472.550781,13.234375,34.13672,7584.81445,7618.951,0,0,0,0,0,0,0,0,0,0,0,13,499,600,1200,3000,54,1.05000007,1.30500007,0,19,15,29,315,405,1591,1004,50,30,41,53,0,0,6.878,7.864,0.885,3597.42188,150.828125,8.8239,0,0,0,0.06756108,0,0,0,0,0,23.4461479,0,0,0,38.5,34,16376,12473,3902,23.8278866,19.422,6899712,10549248
05/30/2026 13:16:01,42,49,0,49,50,59,59,59,59,75,12.12,5.03,1.31000006,1.39200008,1.028,0.312,0.710000038,3.28400016,2.046,1.83600008,3.36800027,3.36800027,3.12000012,58,41.5,45,42.5,942,616,0,778,645,0,0,0,0,0,66.67,41.27,28.57,14.06,26.98,53.97,1.56,3.12,29.53,66.67,43.7055626,4251,1515,5050,3823,50.5,3.849824,0.55625,4040,2035,40.4,2.87292552,0.55625,4040,906,40.4,1.76079822,0.55625,3945,582,40.4,1.41081142,0.55625,4040,1319,40.4,2.10772038,0.55625,5050,2816,50.5,3.75708652,0.55625,3823,353,40.4,1.04682267,0.55625,4019,287,40.4,0.82986474,0.55625,58.8750076,53.1250038,99.9981461,19.2831726,18.5975914,50.90492,10.0107422,4.870022,67.27304,38.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,37.5,0.25,0,55,0,85,0.416,1.01,16,16,16,32,48,30,295,160,130,0,0,0,16,512,-1,485.785156,472.550781,13.234375,34.13672,7584.81445,7618.951,0,0,0,0,0,0,0,0,0,0,0,13,499,600,1200,3000,54,1.03000009,1.30500007,0,16,15,29,330,405,1574,1003,50,30,26,52,0,0,7.808,8.203,0.885,3640.94922,148.910156,8.677958,0,0,0,0.0139351524,0,0,0,0,0,20.2095528,0,0,0,38.53125,34,16376,12428,3947,24.1043968,20.553,15049728,3.464909E+07
